"","HHID","ProvinceCode","HIndivNo","Region","Total_Exp_Month","Total_Exp_Month_nondurable","Size","EqSizeRevOECD","Weight","Decile","HSex","HEduLevel","HEduYears","HActivityState","Benzin_Exp","Transportation_Exp","Other_Exp","Benzin_Exp_Add","Mehr98","Yaraneh2","Yaraneh","BenzinP1","TransportationP1","Other_ExpP1","BenzinP2","TransportationP2","Other_ExpP2","BenzinShare","TransportationShare","Other_ExpShare","CV","Loss","Loss_Amount","taxicode","Loss_Share"
"455","21702575908",17,1,"Rural",6059333.33333333,5879000,4,2.7,152,1,"Female","Primary",5,"Income without Work",0,420000,5639333.33333333,0,185.6,1720000,1720000,0,568992.700729927,7639855.96107056,0,631581.897810219,9931812.74939173,0,0.0693145560567719,0.930685443943228,-1732000.3760772,1,12000.3760772028,0,0.00198047795310862
"456","21702576617",17,1,"Rural",6245629.33333333,5776500,4,2.7,152,1,"Female","Primary",5,"Income without Work",0,430000,5815629.33333333,0,185.6,1720000,1720000,0,582540.145985401,7878692.00194647,0,646619.562043796,10242299.6025304,0,0.0688481459674627,0.931151854032537,-1785843.09695178,1,65843.0969517808,0,0.0105422677904326
"457","21703576714",17,1,"Rural",3922666.66666667,3815000,2,1.7,107,1,"Female","Illiterate",0,"Income without Work",0,230000,3692666.66666667,0,185.6,1030000,1030000,0,311591.240875912,5002619.9513382,0,345866.277372263,6503405.93673966,0,0.0586335825968729,0.941366417403127,-1129774.89448623,1,99774.8944862324,0,0.0254354761606643
"458","21703576717",17,1,"Rural",6934629.33333333,6669000,4,2.7,107,1,"Male","Secondary",8,"Employed",0,620000,6314629.33333333,0,185.6,1720000,1720000,0,839941.605839416,8554709.52019465,0,932335.182481752,11121122.376253,0,0.0894063648102701,0.91059363518973,-1953932.67478829,1,233932.674788286,0,0.0337339839728447
"459","21703577011",17,1,"Rural",4298898,3989000,2,1.7,107,1,"Female","Illiterate",0,"Income without Work",0,290000,4008898,0,185.6,1030000,1030000,0,392875.912408759,5431032.6189781,0,436092.262773723,7060342.40467153,0,0.0674591488330265,0.932540851166973,-1230418.13368819,1,200418.133688187,0,0.0466208162389959
"460","21707581517",17,1,"Rural",4252166.66666667,4169000,2,1.5,70,2,"Female","Primary",5,"Income without Work",0,290000,3962166.66666667,0,185.6,1030000,1030000,0,392875.912408759,5367723.60097324,0,436092.262773723,6978040.68126521,0,0.0682005252224356,0.931799474777564,-1216402.19775308,1,186402.197753079,0,0.0438369923771597
"461","21802583611",18,1,"Rural",8308323.33333333,7635800,6,3.7,199,1,"Male","Primary",5,"Employed",0,2e+05,8108323.33333333,0,181.9,2050000,2050000,0,265547.445255474,10765722.7323601,0,294757.664233577,13995439.5520681,0,0.0240722456235654,0.975927754376435,-2451493.92260739,1,401493.922607393,0,0.0483243016068697
"462","21803585305",18,1,"Rural",7428025,6881200,5,3.4,231,1,"Male","Secondary",8,"Income without Work",0,0,7428025,0,181.9,2050000,2050000,0,0,9862465.31021898,0,0,12821204.9032847,0,0,1,-2228407.5,1,178407.5,0,0.0240181609512623
"463","21807588405",18,1,"Rural",2087365,1980000,1,1,118,1,"Female","Illiterate",0,"Income without Work",0,0,2087365,0,181.9,550000,550000,0,0,2771472.21532847,0,0,3602913.87992701,0,0,1,-626209.5,1,76209.5000000001,0,0.0365099060298511
"464","21904594611",19,1,"Rural",4154100,3691600,2,1.7,271,1,"Male","Illiterate",0,"Income without Work",0,570000,3584100,0,177.8,1030000,1030000,0,739751.824817518,4651481.60583942,0,821124.525547445,6046926.08759124,0,0.137213836932187,0.862786163067813,-1130408.91004618,1,100408.910046185,0,0.024171038262484
"465","21904595005",19,1,"Rural",2153000,1878000,1,1,271,1,"Female","Illiterate",0,"Income without Work",0,0,2153000,0,177.8,550000,550000,0,0,2794185.40145985,0,0,3632441.02189781,0,0,1,-645900,1,95900.0000000001,0,0.0445424988388296
"466","21904595414",19,1,"Rural",6697766.66666667,5381100,4,2.9,271,1,"Male","Primary",5,"Employed",2e+05,150000,6347766.66666667,0,177.8,1720000,1720000,2e+05,194671.532846715,8238196.44768857,3e+05,216085.401459854,10709655.3819951,0.0298606998352685,0.0223955248764514,0.94774377528828,-2015727.74005643,1,295727.740056432,0,0.0441531863939371
"467","21904595505",19,1,"Rural",2090266.66666667,1813600,1,1,271,1,"Female","Illiterate",0,"Income without Work",0,0,2090266.66666667,0,177.8,550000,550000,0,0,2712769.44038929,0,0,3526600.27250608,0,0,1,-627080,1,77080.0000000001,0,0.0368756777444665
"468","21904595511",19,1,"Rural",1948266.66666667,1726600,1,1,271,1,"Female","Illiterate",0,"Income without Work",0,0,1948266.66666667,0,177.8,550000,550000,0,0,2528480.3892944,0,0,3287024.50608273,0,0,1,-584480,1,34480.0000000001,0,0.0176977826444019
"469","21906596014",19,1,"Rural",4005450,3569200,2,1.7,177,1,"Female","Primary",5,"Income without Work",0,275000,3730450,0,177.8,1030000,1030000,0,356897.810218978,4841416.13138686,0,396156.569343066,6293840.97080292,0,0.0686564555792732,0.931343544420727,-1145453.75925671,1,115453.759256711,0,0.0288241668867945
"470","21906596217",19,1,"Rural",2057113.33333333,1831280,1,1,177,1,"Female","Illiterate",0,"Income without Work",0,0,2057113.33333333,0,177.8,550000,550000,0,0,2669742.70559611,0,0,3470665.51727494,0,0,1,-617134,1,67134.0000000001,0,0.0326350517067607
"471","21906596417",19,1,"Rural",3873500,3668500,2,1.7,177,1,"Male","Illiterate",0,"Income without Work",0,320000,3553500,0,177.8,1030000,1030000,0,415299.270072993,4611768.61313869,0,460982.189781022,5995299.19708029,0,0.0826126242416419,0.917387375758358,-1096747.36199055,1,66747.361990554,0,0.0172317960476453
"472","22001600405",20,1,"Rural",9061527.33333333,7335000,6,3.7,101,2,"Male","Primary",5,"Employed",0,2e+06,7061527.33333333,0,179.3,2050000,2050000,0,2617518.24817518,9241838.32749392,0,2905445.25547445,12014389.8257421,0,0.220713344056569,0.779286655943431,-2314727.84331129,1,264727.843311289,0,0.0292144837810589
"473","22002601911",20,1,"Rural",7990000,7465000,5,3.4,59,3,"Male","Primary",5,"Employed",0,5e+05,7490000,0,179.3,2050000,2050000,0,654379.562043796,9802605.83941606,0,726361.313868613,12743387.5912409,0,0.0625782227784731,0.937421777221527,-2294803.31193076,1,244803.311930764,0,0.0306387123818228
"474","22002602014",20,1,"Rural",8028333.33333333,7600000,5,3.2,59,3,"Male","Illiterate",0,"Employed",0,4e+05,7628333.33333333,0,179.3,2050000,2050000,0,523503.649635036,9983650.85158151,0,581089.051094891,12978746.107056,0,0.0498235416234171,0.950176458376583,-2326660.34753143,1,276660.347531426,0,0.0344604958519526
"475","22003602405",20,1,"Rural",5936597,5365000,4,2.9,158,2,"Male","Primary",5,"Employed",0,2e+05,5736597,0,179.3,1720000,1720000,0,261751.824817518,7507823.6649635,0,290544.525547445,9760170.76445255,0,0.0336893341421019,0.966310665857898,-1740007.1400261,1,20007.1400261014,0,0.00337013612783576
"476","22003602611",20,1,"Rural",5106180.33333333,4810000,3,2.2,158,3,"Male","Primary",5,"Employed",0,3e+05,4806180.33333333,0,179.3,1380000,1380000,0,392627.737226277,6290132.36326034,0,435816.788321168,8177172.07223844,0,0.0587523315699583,0.941247668430042,-1470517.58038863,1,90517.5803886347,0,0.0177270629863447
"477","22003603317",20,1,"Rural",6912328.33333333,6563000,5,3.2,132,2,"Male","Primary",5,"Employed",150000,0,6762328.33333333,0,179.3,2050000,2050000,150000,0,8850258.90632604,225000,0,11505336.5782238,0.0217003580800198,0,0.97829964191998,-2101646.53612198,1,51646.5361219849,0,0.00747165551626501
"478","22007607102",20,1,"Rural",4745847,4158000,3,2.4,116,2,"Female","Primary",5,"Income without Work",0,2e+05,4545847,0,179.3,1380000,1380000,0,261751.824817518,5949418.7379562,0,290544.525547445,7734244.35934307,0,0.0421421086689057,0.957857891331094,-1382809.46414029,1,2809.46414029133,0,0.000591983715507754
"479","22007607405",20,1,"Rural",5686180.33333333,5520000,3,2.4,116,3,"Male","Illiterate",0,"Employed",0,5e+05,5186180.33333333,0,179.3,1380000,1380000,0,654379.562043796,6787460.83041363,0,726361.313868613,8823699.07953771,0,0.087932490826736,0.912067509173264,-1603861.50634662,1,223861.506346616,0,0.0393693997065663
"480","22007607917",20,1,"Rural",8006911.66666667,6248000,5,3.2,116,2,"Male","Secondary",8,"Employed",150000,0,7856911.66666667,0,179.3,2050000,2050000,150000,0,10282804.8309002,225000,0,13367646.2801703,0.018733814764619,0,0.981266185235381,-2430015.60171355,1,380015.601713545,0,0.0474609459344452
"481","22007608117",20,1,"Rural",7300578.33333333,5675000,5,3.2,116,2,"Male","Primary",5,"Employed",0,520000,6780578.33333333,0,179.3,2050000,2050000,0,680554.744525547,8874143.76034063,0,755415.766423358,11536386.8884428,0,0.0712272338241696,0.92877276617583,-2083961.41494125,1,33961.4149412452,0,0.00465188008273023
"482","22007608211",20,1,"Rural",4432731.33333333,4015000,2,1.7,116,3,"Male","Illiterate",0,"Employed",0,4e+05,4032731.33333333,0,179.3,1030000,1030000,0,523503.649635036,5277873.92749392,0,581089.051094891,6861236.10574209,0,0.090237817255486,0.909762182744514,-1248240.14924542,1,218240.149245417,0,0.0492337867635449
"483","22104612202",21,1,"Rural",5810750,4809000,4,2.7,79,1,"Male","Primary",5,"Employed",7e+05,0,5110750,1e+05,184.5,1720000,1720000,7e+05,0,6882725.3649635,1200000,0,8947542.97445256,0.120466376973713,0,0.879533623026287,-1999201.84513565,1,279201.845135652,0,0.0480491924683823
"484","22106615314",21,1,"Rural",7181166.66666667,6669500,5,3.2,52,1,"Male","Secondary",12,"Employed",1e+05,0,7081166.66666667,0,184.5,2050000,2050000,1e+05,0,9536315.69343066,150000,0,12397210.4014599,0.0139253138997842,0,0.986074686100216,-2172971.65742454,1,122971.657424539,0,0.0171241893041343
"485","22111619805",21,1,"Rural",6198246.66666667,5538080,4,2.7,54,1,"Male","Secondary",8,"Employed",0,70000,6128246.66666667,0,184.5,1720000,1720000,0,94270.0729927007,8253003.72262774,0,104639.781021898,10728904.8394161,0,0.0112935163384914,0.988706483661509,-1845108.43426687,1,125108.434266869,0,0.0201844878067995
"486","22111619905",21,1,"Rural",6868212.66666667,6101000,4,2.7,64,1,"Male","Primary",5,"Employed",1e+05,5e+05,6268212.66666667,0,184.5,1720000,1720000,1e+05,673357.664233577,8441498.08029197,150000,747427.00729927,10973947.5043796,0.0145598287142924,0.0727991435714619,0.912641027714246,-1976758.97654549,1,256758.976545488,0,0.0373836671935931
"487","22205624405",22,1,"Rural",6238129.33333333,6175000,4,3.1,487,1,"Male","Illiterate",0,"Other",0,3e+05,5938129.33333333,0,179.9,1720000,1720000,0,393941.605839416,7797587.35085158,0,437275.182481752,10136863.5561071,0,0.0480913402030566,0.951908659796943,-1810050.67123497,1,90050.6712349739,0,0.0144355248862491
"488","22205624505",22,1,"Rural",10050916.6666667,9170000,5,3.6,487,2,"Male","Illiterate",0,"Employed",0,2300000,7750916.66666667,0,179.9,2050000,2050000,0,3020218.97810219,10178028.5279805,0,3352443.06569343,13231437.0863747,0,0.228834849226024,0.771165150773976,-2551281.12802789,1,501281.128027893,0,0.0498741701530931
"489","22206625514",22,1,"Rural",6629964.66666667,5296002,4,3.1,313,1,"Female","Illiterate",0,"Employed",3e+05,0,6329964.66666667,0,179.9,1720000,1720000,3e+05,0,8312121.48564477,450000,0,10805757.9313382,0.0452491099248694,0,0.954750890075131,-2044979.80753539,1,324979.807535393,0,0.0490168234484397
"490","22206625705",22,1,"Rural",2311199,2100000,1,1,313,1,"Female","Illiterate",0,"Income without Work",0,3e+05,2011199,0,179.9,550000,550000,0,393941.605839416,2640983.21240876,0,437275.182481752,3433278.17613139,0,0.129802756058652,0.870197243941348,-632365.656064181,1,82365.6560641815,0,0.0356376305390325
"491","22206625708",22,1,"Rural",9085995,8935000,5,3.8,313,2,"Male","Illiterate",0,"Income without Work",0,1600000,7485995,0,179.9,2050000,2050000,0,2101021.89781022,9830149.63868613,0,2332134.30656934,12779194.530292,0,0.176095188254011,0.823904811745989,-2401679.67827459,1,351679.678274587,0,0.0387056869692959
"492","22208628002",22,1,"Rural",6312829.33333333,4733200,4,2.7,228,1,"Male","Primary",5,"Unemployed",0,0,6312829.33333333,0,179.9,1720000,1720000,0,0,8289620.41654501,0,0,10776506.5415085,0,0,1,-1893848.8,1,173848.8,0,0.0275389672079419
"493","22213625914",22,1,"Rural",5385013.66666667,5252000,3,2.2,313,2,"Male","Illiterate",0,"Income without Work",0,0,5385013.66666667,0,179.9,1380000,1380000,0,0,7071269.77104623,0,0,9192650.7023601,0,0,1,-1615504.1,1,235504.1,0,0.043733240912233
"494","22318634402",23,1,"Rural",8415666.66666667,8349000,5,3.6,460,1,"Female","Illiterate",0,"Employed",0,680000,7735666.66666667,0,190.9,2050000,2050000,0,947532.846715329,10779115.0851581,0,1051761.45985401,14012849.6107056,0,0.0808016794074544,0.919198320592546,-2385912.08219042,1,335912.082190416,0,0.0399150887856478
"495","22401640702",24,1,"Rural",6205546,6050000,4,3.1,334,1,"Female","Primary",5,"Income without Work",0,0,6205546,0,181.1,1720000,1720000,0,0,8203097.66861314,0,0,10664026.9691971,0,0,1,-1861663.8,1,141663.8,0,0.0228285794674635
"496","22403641611",24,1,"Rural",4968097,4817000,3,2.4,258,1,"Male","Primary",3,"Employed",1e+05,250000,4618097,0,181.1,1380000,1380000,1e+05,330474.452554745,6104652.31167883,150000,366826.642335766,7936048.00518248,0.0201284314698364,0.0503210786745911,0.929550489855572,-1457763.71440324,1,77763.7144032419,0,0.0156526159620559
"497","22404642905",24,1,"Rural",8350578.33333333,7519000,5,3.4,300,1,"Male","Primary",5,"Employed",0,380000,7970578.33333333,0,181.1,2050000,2050000,0,502321.167883212,10536290.0450122,0,557576.496350365,13697177.0585158,0,0.0455058302349119,0.954494169765088,-2427399.33854982,1,377399.338549816,0,0.0451943953442525
"498","22404643214",24,1,"Rural",7019263.66666667,6472000,4,3.1,361,1,"Female","Illiterate",0,"Income without Work",0,250000,6769263.66666667,0,181.1,1720000,1720000,0,330474.452554745,8948274.81776156,0,366826.642335766,11632757.26309,0,0.0356162714313196,0.96438372856868,-2054571.93888698,1,334571.938886982,0,0.0476648199548066
"499","22405643917",24,1,"Rural",5260712.66666667,4667000,3,2.2,243,1,"Female","Illiterate",0,"Income without Work",0,150000,5110712.66666667,0,181.1,1380000,1380000,0,198284.671532847,6755839.88272506,0,220095.98540146,8782591.84754258,0,0.0285132470644979,0.971486752935502,-1547472.2719978,1,167472.271997802,0,0.031834521786174
"500","22408646305",24,1,"Rural",7258004.33333333,6805000,4,2.9,218,1,"Male","Primary",5,"Employed",0,1600000,5658004.33333333,0,181.1,1720000,1720000,0,2115036.49635036,7479303.53844282,0,2347690.51094891,9723094.59997567,0,0.220446272352276,0.779553727647724,-1854410.23944184,1,134410.239441843,0,0.018518897656832
"501","22408646714",24,1,"Rural",4619500,3890000,3,2.2,218,1,"Male","Primary",5,"Employed",0,0,4619500,0,181.1,1380000,1380000,0,0,6106506.93430657,0,0,7938459.01459854,0,0,1,-1385850,1,5850.00000000023,0,0.00126637081935279
"502","22501649005",25,1,"Rural",5185583.33333333,4501500,3,2.4,47,1,"Male","Illiterate",0,"Income without Work",120000,0,5065583.33333333,0,172.6,1380000,1380000,120000,0,6381895.49878345,180000,0,8296464.14841849,0.0231410802384817,0,0.976858919761518,-1578035.73505148,1,198035.735051481,0,0.0381896736242752
"503","22501649308",25,1,"Rural",7439333.33333333,7133500,9,5.8,47,1,"Male","Illiterate",0,"Employed",90000,180000,7169333.33333333,0,172.6,2050000,2050000,90000,226773.722627737,9032313.38199513,135000,251718.832116788,11742007.3965937,0.0120978582310243,0.0241957164620486,0.963706425306927,-2211590.9485466,1,161590.948546597,0,0.0217211598548163
"504","22501649814",25,1,"Rural",5038783.33333333,4771700,3,2.4,47,1,"Male","Illiterate",0,"Employed",0,90000,4948783.33333333,0,172.6,1380000,1380000,0,113386.861313869,6234744.54987834,0,125859.416058394,8105167.91484185,0,0.0178614546500974,0.982138545349903,-1493174.56449178,1,113174.564491777,0,0.022460692791271
"505","22501650108",25,1,"Rural",6930216.66666667,6365050,4,2.9,47,1,"Male","Illiterate",0,"Employed",1e+05,260000,6570216.66666667,0,172.6,1720000,1720000,1e+05,327562.04379562,8277513.84428224,150000,363593.868613139,10760767.9975669,0.014429563289267,0.0375168645520943,0.948053572158639,-2044329.80666402,1,324329.806664022,0,0.0467993747185425
"506","22501650305",25,1,"Rural",7517216.66666667,6793800,6,3.7,47,1,"Male","Primary",5,"Employed",0,290000,7227216.66666667,0,172.6,2050000,2050000,0,365357.664233577,9105237.93187348,0,405547.00729927,11836809.3114355,0,0.0385781084754331,0.961421891524567,-2195778.57706982,1,145778.577069818,0,0.0193926267572197
"507","22501650514",25,1,"Rural",6620680,6020930,4,2.7,47,1,"Male","Primary",5,"Employed",140000,0,6480680,0,172.6,1720000,1720000,140000,0,8164710.71532847,210000,0,10614123.929927,0.0211458641710519,0,0.978854135828948,-2012287.79830881,1,292287.798308811,0,0.0441477005849567
"508","22501650602",25,1,"Rural",7968116.66666667,6102700,5,3.2,47,1,"Male","Primary",5,"Employed",0,2e+05,7768116.66666667,0,172.6,2050000,2050000,0,251970.802919708,9786692.96836983,0,279687.591240876,12722700.8588808,0,0.025100034094213,0.974899965905787,-2349435.24966307,1,299435.249663073,0,0.0375791748777616
"509","22501653505",25,1,"Rural",6972283.33333333,5823200,5,3.4,47,1,"Male","Primary",5,"Employed",160000,3e+05,6512283.33333333,0,172.6,2050000,2050000,160000,377956.204379562,8204526.30170316,240000,419531.386861314,10665884.1922141,0.0229480060334133,0.0430275113126498,0.934024482653937,-2059884.23533522,1,9884.23533522431,0,0.00141764682567752
"510","22501654211",25,1,"Rural",5102933.33333333,4532600,3,2.2,47,1,"Male","Primary",5,"Income without Work",0,0,5102933.33333333,0,172.6,1380000,1380000,0,0,6428951.04622871,0,0,8357636.36009732,0,0,1,-1530880,1,150880,0,0.0295673076923077
"511","22603658814",26,1,"Rural",6866097,5430000,4,2.9,243,1,"Male","Primary",5,"Employed",0,720000,6146097,0,183.4,1720000,1720000,0,963854.01459854,8227694.81605839,0,1069877.95620438,10696003.2608759,0,0.104863068494372,0.895136931505628,-1913155.58111728,1,193155.581117282,0,0.0281317874066273
"512","22704666802",27,1,"Rural",5399500,4707000,3,2.4,253,2,"Male","Illiterate",0,"Employed",0,3e+05,5099500,0,187.1,1380000,1380000,0,409708.02919708,6964353.64963504,0,454775.912408759,9053659.74452555,0,0.0555607000648208,0.944439299935179,-1558498.03598512,1,178498.03598512,0,0.0330582527984295
"513","22706668808",27,1,"Rural",8364083.33333333,6872500,5,3.4,577,2,"Male","Secondary",8,"Employed",0,310000,8054083.33333333,0,187.1,2050000,2050000,0,423364.96350365,10999408.6982968,0,469935.109489051,14299231.3077859,0,0.0370632366567366,0.962936763343263,-2445735.37139915,1,395735.371399153,0,0.0473136571729303
"514","22706668905",27,1,"Rural",7634083.33333333,5430500,5,3.2,577,1,"Male","Secondary",8,"Employed",0,230000,7404083.33333333,0,187.1,2050000,2050000,0,314109.489051095,10111707.9683698,0,348661.532846715,13145220.3588808,0,0.0301280441877981,0.969871955812202,-2243093.99875216,1,193093.99875216,0,0.0252936718556683
"515","22706669814",27,1,"Rural",5551416.66666667,4841000,3,2.4,577,2,"Female","Illiterate",0,"Income without Work",0,170000,5381416.66666667,0,187.1,1380000,1380000,0,232167.883211679,7349365.3892944,0,257706.350364964,9554175.00608273,0,0.0306228139964273,0.969377186003573,-1630590.40310341,1,250590.403103408,0,0.0451399017854437
"516","22707670505",27,1,"Rural",6510833.33333333,3595000,4,2.7,288,1,"Male","Primary",5,"Employed",0,3e+05,6210833.33333333,0,187.1,1720000,1720000,0,409708.02919708,8482094.28223844,0,454775.912408759,11026722.56691,0,0.0460770510687316,0.953922948931268,-1891852.11368765,1,171852.11368765,0,0.0263947953955177
"517","22707670511",27,1,"Rural",4886783.33333333,3999700,3,2.4,288,1,"Male","Primary",5,"Income without Work",0,210000,4676783.33333333,0,187.1,1380000,1380000,0,286795.620437956,6387052.27493917,0,318343.138686131,8303167.95742092,0,0.0429730531672163,0.957026946832784,-1423045.95135245,1,43045.9513524505,0,0.00880864741001079
"518","22707670514",27,1,"Rural",5830166.66666667,4183500,4,2.7,288,1,"Male","Secondary",12,"Unemployed",180000,120000,5530166.66666667,0,187.1,1720000,1720000,180000,163883.211678832,7552512.28710462,270000,181910.364963504,9818265.97323601,0.0308739029759012,0.0205826019839341,0.948543495040165,-1757892.08822929,1,37892.0882292893,0,0.00649931475302981
"519","22708671105",27,1,"Rural",6634166.66666667,4482000,4,2.7,458,1,"Male","Primary",5,"Employed",3e+05,3e+05,6034166.66666667,0,187.1,1720000,1720000,3e+05,409708.02919708,8240821.77615572,450000,454775.912408759,10713068.3090024,0.0452204496922497,0.0452204496922497,0.909559100615501,-1984439.62999052,1,264439.629990519,0,0.0398602632820779
"520","22708671302",27,1,"Rural",9039416.66666667,7667000,5,3.4,458,2,"Male","Primary",5,"Income without Work",0,1200000,7839416.66666667,0,187.1,2050000,2050000,0,1638832.11678832,10706239.8418491,0,1819103.64963504,13918111.7944039,0,0.132751929051469,0.867248070948531,-2467905.46540476,1,417905.465404763,0,0.0462314639113619
"521","22710673214",27,1,"Rural",3641166.66666667,2627000,2,1.7,298,1,"Male","Illiterate",0,"Income without Work",0,150000,3491166.66666667,0,187.1,1030000,1030000,0,204854.01459854,4767863.38199513,0,227387.95620438,6198222.39659367,0,0.0411955874948506,0.958804412505149,-1061639.22924587,1,31639.2292458734,0,0.00868931091112008
"522","22710673305",27,1,"Rural",5489916.66666667,4461000,3,2.2,298,2,"Male","Secondary",8,"Employed",0,140000,5349916.66666667,0,187.1,1380000,1380000,0,191197.080291971,7306346.04622871,0,212228.759124088,9498249.86009732,0,0.0255012978339076,0.974498702166092,-1618276.08394778,1,238276.083947781,0,0.043402495596068
"523","22710673308",27,1,"Rural",7079750,6651000,5,3.6,298,1,"Male","Illiterate",0,"Employed",2e+05,1e+05,6779750,0,187.1,2050000,2050000,2e+05,136569.343065693,9259060.03649635,3e+05,151591.97080292,12036778.0474453,0.0282495850842191,0.0141247925421095,0.957625622373671,-2140605.76484951,1,90605.7648495077,0,0.0127978763161846
"524","22711673917",27,1,"Rural",8141383.33333333,6771300,5,3.4,309,2,"Male","Primary",5,"Employed",170000,190000,7781383.33333333,0,187.1,2050000,2050000,170000,259481.751824818,10626984.0997567,255000,288024.744525547,13815079.3296837,0.0208809723163344,0.0233375572947267,0.955781470388939,-2435015.82450878,1,385015.824508781,0,0.0472912045465796
"525","22711674311",27,1,"Rural",3652083.33333333,2927500,2,1.7,309,1,"Female","Illiterate",0,"Income without Work",0,150000,3502083.33333333,0,187.1,1030000,1030000,0,204854.01459854,4782772.20194647,0,227387.95620438,6217603.86253041,0,0.0410724472333143,0.958927552766686,-1064913.93080316,1,34913.9308031625,0,0.0095600038708032
"526","22712674411",27,1,"Rural",7821833.33333333,6275000,5,3.2,291,2,"Male","Primary",5,"Employed",180000,130000,7511833.33333333,0,187.1,2050000,2050000,180000,177540.145985401,10258861.4355231,270000,197069.562043796,13336519.86618,0.0230125077241056,0.0166201444674096,0.960367347808485,-2353335.14208938,1,303335.142089383,0,0.0387805683351367
"527","22714676305",27,1,"Rural",7619083.33333333,5365000,5,3.4,281,1,"Female","Illiterate",0,"Income without Work",3e+05,240000,7079083.33333333,0,187.1,2050000,2050000,3e+05,327766.423357664,9667857.60340633,450000,363820.729927007,12568214.8844282,0.0393748154305527,0.0314998523444421,0.929125332225005,-2292239.14444328,1,242239.144443281,0,0.0317937386750307
"528","22802678411",28,1,"Rural",7989828.33333333,7243000,5,3.4,204,2,"Male","Primary",5,"Employed",0,350000,7639828.33333333,0,197.2,2050000,2050000,0,503795.620437956,10996891.5863747,0,559213.138686131,14295959.0622871,0,0.043805697118649,0.956194302881351,-2325304.79312616,1,275304.793126157,0,0.034456909665705
"529","22802679211",28,1,"Rural",7339562.66666667,5815600,5,3.2,204,1,"Male","Primary",5,"Employed",2e+05,0,7139562.66666667,0,197.2,2050000,2050000,2e+05,0,10276801.1523114,3e+05,0,13359841.4980049,0.0272495799931404,0,0.97275042000686,-2239147.6553998,1,189147.655399804,1,0.0257709708316595
"530","22804681305",28,1,"Rural",8344097,8203000,5,3.6,168,2,"Male","Primary",5,"Employed",0,3e+05,8044097,0,197.2,2050000,2050000,0,431824.817518248,11578802.3970803,0,479325.547445256,15052443.1162044,0,0.0359535609425442,0.964046439057456,-2441782.14249494,1,391782.142494936,0,0.0469532104546407
"531","22804682014",28,1,"Rural",6208046,5927000,4,2.9,168,2,"Male","Secondary",8,"Employed",150000,680000,5378046,0,197.2,1720000,1720000,150000,978802.919708029,7741245.77518248,225000,1086471.24087591,10063619.5077372,0.0241621920971591,0.109535270840454,0.866302537062386,-1751413.12927575,1,31413.1292757527,0,0.00506006709289085
"532","22805682808",28,1,"Rural",5149430.33333333,5080000,3,2.2,129,2,"Male","Primary",5,"Employed",0,3e+05,4849430.33333333,0,197.2,1380000,1380000,0,431824.817518248,6980347.89586375,0,479325.547445256,9074452.26462287,0,0.0582588714829362,0.941741128517064,-1483490.19285908,1,103490.192859084,0,0.0200974061517388
"533","22805683817",28,1,"Rural",7121328.33333333,6857000,5,3.2,129,2,"Male","Primary",5,"Employed",150000,150000,6821328.33333333,0,197.2,2050000,2050000,150000,215912.408759124,9818729.54257908,225000,239662.773722628,12764348.4053528,0.0210634860490681,0.0210634860490681,0.957873027901864,-2133492.7920274,1,83492.7920274041,0,0.0117243284004465
"534","22805684005",28,1,"Rural",6530097,6349000,4,2.7,129,2,"Male","Primary",5,"Employed",0,490000,6040097,0,197.2,1720000,1720000,0,705313.868613139,8694212.61605839,0,782898.394160584,11302476.4008759,0,0.0750371701982375,0.924962829801762,-1858974.69743136,1,138974.697431362,0,0.0212821796416443
"535","22806684805",28,1,"Rural",2146032.33333333,2069000,1,1,172,2,"Female","Illiterate",0,"Income without Work",0,0,2146032.33333333,0,197.2,550000,550000,0,0,3089033.40243309,0,0,4015743.42316302,0,0,1,-643809.7,1,93809.7000000002,0,0.0437130878891698
"536","22806685114",28,1,"Rural",7858694,7234000,6,3.9,172,1,"Male","Primary",5,"Employed",2e+05,790000,6868694,0,197.2,2050000,2050000,2e+05,1137138.68613139,9886908.44379562,3e+05,1262223.94160584,12852980.9769343,0.0254495212563309,0.100525608962507,0.874024869781162,-2233306.43558581,1,183306.435585809,0,0.0233253051443165
"537","22806685214",28,1,"Rural",5162680.33333333,4292000,3,2.2,172,1,"Male","Primary",5,"Employed",0,0,5162680.33333333,0,197.2,1380000,1380000,0,0,7431244.97615572,0,0,9660618.46900243,0,0,1,-1548804.1,1,168804.1,0,0.0326969885991392
"538","22806685302",28,1,"Rural",6573212.66666667,6223000,4,3.1,172,2,"Male","Primary",5,"Employed",0,290000,6283212.66666667,0,197.2,1720000,1720000,0,417430.656934307,9044157.2107056,0,463348.02919708,11757404.3739173,0,0.0441184569412481,0.955881543058752,-1912603.33648677,1,192603.336486766,0,0.0293012483018349
"539","22806685305",28,1,"Rural",6538133.33333333,6232300,4,2.7,172,2,"Male","Secondary",12,"Employed",2e+05,155000,6183133.33333333,0,197.2,1720000,1720000,2e+05,223109.489051095,8900101.41119221,3e+05,247651.532846715,11570131.8345499,0.030589770780651,0.0237070723550045,0.945703156864345,-1966810.05884058,1,246810.05884058,0,0.0377493156314616
"540","22806685317",28,1,"Rural",5092597,4749000,3,2,172,2,"Female","Primary",5,"Income without Work",0,0,5092597,0,197.2,1380000,1380000,0,0,7330365.90072993,0,0,9529475.67094891,0,0,1,-1527779.1,1,147779.1,0,0.0290184163404252
