"","HHID","ProvinceCode","HIndivNo","Region","Total_Exp_Month","Total_Exp_Month_nondurable","Size","EqSizeRevOECD","Weight","Decile","HSex","HEduLevel","HEduYears","HActivityState","Benzin_Exp","Transportation_Exp","Other_Exp","Benzin_Exp_Add","Mehr98","Yaraneh2","Yaraneh","BenzinP1","TransportationP1","Other_ExpP1","BenzinP2","TransportationP2","Other_ExpP2","BenzinShare","TransportationShare","Other_ExpShare","CV","Loss","Loss_Amount","taxicode","Loss_Share"
"1","10001001505",0,1,"Urban",3844000,3844000,2,1.7,1176,1,"Male","Illiterate",0,"Income without Work",0,60000,3784000,0,187.9,1030000,1030000,0,82291.9708029197,5189880.2919708,0,91344.0875912409,6746844.37956204,0,0.0156087408949011,0.984391259105099,-1140890.85350607,1,110890.853506075,0,0.0288477766665126
"2","10002002902",0,1,"Urban",6811666.66666667,3555000,4,3.1,161,1,"Male","Illiterate",0,"Other",0,160000,6651666.66666667,0,187.9,1720000,1720000,0,219445.255474453,9122979.31873479,0,243584.233576642,11859873.1143552,0,0.0234891118179594,0.976510888182041,-2010696.02782714,1,290696.027827136,1,0.0426761968916764
"3","10108020305",1,1,"Urban",7169083.33333333,5958000,4,2.7,405,1,"Male","Secondary",12,"Income without Work",0,4e+05,6769083.33333333,0,178,1720000,1720000,0,519708.02919708,8794867.39659367,0,576875.912408759,11433327.6155718,0,0.0557951388485278,0.944204861151472,-2068923.89415761,1,348923.894157612,0,0.0486706428052325
"4","10113024017",1,1,"Urban",4114064.66666667,4095000,2,1.7,197,1,"Male","Illiterate",0,"Income without Work",0,0,4114064.66666667,0,178,1030000,1030000,0,0,5345281.09975669,0,0,6948865.4296837,0,0,1,-1234219.4,1,204219.4,0,0.0496393266869732
"5","10303042011",3,1,"Urban",6678000,5653000,4,3.1,884,1,"Male","Secondary",8,"Income without Work",0,80000,6598000,0,189,1720000,1720000,0,110364.96350365,9102350.3649635,0,122505.109489051,11833055.4744526,0,0.0119796346211441,0.988020365378856,-1986983.10021692,1,266983.100216921,0,0.0399794998827375
"6","10307043417",3,1,"Urban",4067916.66666667,3032500,2,1.7,1676,1,"Male","Primary",5,"Employed",0,240000,3827916.66666667,0,189,1030000,1030000,0,331094.890510949,5280848.54014599,0,367515.328467153,6865103.10218978,0,0.0589982587319471,0.941001741268053,-1171306.736178,1,141306.736177995,0,0.0347368807566515
"7","10312044714",3,1,"Urban",2141000,2141000,1,1,1168,1,"Female","Primary",5,"Income without Work",0,0,2141000,0,189,550000,550000,0,0,2953642.33576642,0,0,3839735.03649635,0,0,1,-642300,1,92300.0000000001,0,0.0431106959364783
"8","10403050517",4,1,"Urban",6421466.66666667,5514800,4,2.7,1310,1,"Male","Primary",5,"Unemployed",0,0,6421466.66666667,0,177,1720000,1720000,0,0,8296347.44525547,0,0,10785251.6788321,0,0,1,-1926440,1,206440,0,0.0321484188451237
"9","10404051708",4,1,"Urban",6278333.33333333,5260000,4,2.7,961,1,"Male","Primary",5,"Unemployed",0,250000,6028333.33333333,0,177,1720000,1720000,0,322992.700729927,7788430.65693431,0,358521.897810219,10124959.8540146,0,0.0398194850013273,0.960180514998673,-1832309.82317366,1,112309.823173658,0,0.0178884772774608
"10","10409055017",4,1,"Urban",1878000,1878000,1,1,951,1,"Female","Illiterate",0,"Other",0,0,1878000,0,177,550000,550000,0,0,2426321.16788321,0,0,3154217.51824818,0,0,1,-563400,1,13400.0000000001,0,0.00713525026624074
"11","10603073908",6,1,"Urban",7844166.66666667,7615000,5,3.2,1559,1,"Female","Illiterate",0,"Income without Work",0,2e+05,7644166.66666667,0,183.6,2050000,2050000,0,268029.197080292,10244299.270073,0,297512.408759124,13317589.0510949,0,0.0254966535642197,0.97450334643578,-2312251.5334643,1,262251.5334643,0,0.0334326824771231
"12","10613081717",6,1,"Urban",7510000,5450000,7,4.4,1443,1,"Male","Primary",5,"Employed",0,130000,7380000,0,183.6,2050000,2050000,0,174218.97810219,9890277.37226277,0,193383.065693431,12857360.5839416,0,0.0173102529960053,0.982689747003995,-2226333.7658406,1,176333.7658406,0,0.0234798622956858
"13","10613081817",6,1,"Urban",7880000,6155000,6,4.5,1443,1,"Male","Illiterate",0,"Employed",0,140000,7740000,0,183.6,2050000,2050000,0,187620.437956204,10372729.9270073,0,208258.686131387,13484548.9051095,0,0.0177664974619289,0.982233502538071,-2335283.55166346,1,285283.55166346,0,0.0362034964039924
"14","10708090208",7,1,"Urban",6022796,5600500,4,2.7,1871,1,"Male","Primary",5,"Employed",2e+05,50000,5772796,0,174.5,1720000,1720000,2e+05,63686.1313868613,7352940.89051095,3e+05,70691.6058394161,9558823.15766423,0.0332071682321633,0.00830179205804082,0.958491039709796,-1833821.12959226,1,113821.129592257,0,0.0188983869937247
"15","10708090211",7,1,"Urban",3808898,3476500,2,1.7,1871,1,"Male","Illiterate",0,"Income without Work",0,0,3808898,0,174.5,1030000,1030000,0,0,4851479.56934307,0,0,6306923.44014599,0,0,1,-1142669.4,1,112669.4,0,0.0295805768492619
"16","10710091102",7,1,"Urban",6453000,6453000,4,3.1,1902,1,"Male","Secondary",12,"Income without Work",0,50000,6403000,0,174.5,1720000,1720000,0,63686.1313868613,8155645.98540146,0,70691.6058394161,10602339.7810219,0,0.00774833410816674,0.992251665891833,-1925636.00803494,1,205636.008034941,0,0.0318667298984876
"17","10812104211",8,1,"Urban",5987546,5229000,4,2.7,434,1,"Male","Secondary",12,"Income without Work",6e+05,0,5387546,0,177.3,1720000,1720000,6e+05,0,6972349.67737226,9e+05,0,9064054.58058394,0.100207998402016,0,0.899792001597984,-1908686.59453124,1,188686.594531236,0,0.0315131766054467
"18","10812104214",8,1,"Urban",5277680.33333333,5152000,3,2.2,434,1,"Male","Secondary",12,"Employed",150000,2e+05,4927680.33333333,0,177.3,1380000,1380000,150000,258832.116788321,6377209.65766423,225000,287303.649635037,8290372.5549635,0.0284215773836498,0.0378954365115331,0.933682986104817,-1570140.30423648,1,190140.304236476,0,0.0360272491373848
"19","10813104514",8,1,"Urban",7324578.33333333,6669000,5,3.2,355,1,"Male","Secondary",8,"Employed",0,150000,7174578.33333333,0,177.3,2050000,2050000,0,194124.087591241,9285056.48540146,0,215477.737226277,12070573.4310219,0,0.0204789945814856,0.979521005418514,-2166612.46604372,1,116612.466043719,0,0.0159207070682866
"20","10815104602",8,1,"Urban",7134313.41666667,6753000,7,5,332,1,"Male","Illiterate",0,"Employed",3e+05,250000,6584313.41666667,0,177.3,2050000,2050000,3e+05,323540.145985401,8521158.89616788,450000,359129.562043796,11077506.5650182,0.0420502972716564,0.035041914393047,0.922907788335297,-2144753.0446023,1,94753.0446023014,0,0.0132813123097376
"21","10815104605",8,1,"Urban",7947411.66666667,6891000,5,3.6,332,1,"Male","Primary",5,"Employed",0,3e+05,7647411.66666667,0,177.3,2050000,2050000,0,388248.175182482,9896978.74817518,0,430955.474452555,12866072.3726277,0,0.0377481389643211,0.962251861035679,-2322785.24509621,1,272785.245096209,0,0.0343237844643603
"22","10815104617",8,1,"Urban",6482379.33333333,6323000,4,3.1,332,1,"Male","Illiterate",0,"Income without Work",0,350000,6132379.33333333,0,177.3,1720000,1720000,0,452956.204379562,7936283.6189781,0,502781.386861314,10317168.7046715,0,0.0539925206475112,0.946007479352489,-1873127.65321783,1,153127.653217832,0,0.0236221370801963
"23","10816105017",8,1,"Urban",8050078.33333333,7841000,5,3.2,391,1,"Male","Secondary",12,"Employed",0,150000,7900078.33333333,0,177.3,2050000,2050000,0,194124.087591241,10223969.9890511,0,215477.737226277,13291160.9857664,0,0.0186333590542701,0.98136664094573,-2384257.98278738,1,334257.982787381,0,0.0415223267335554
"24","10817105114",8,1,"Urban",5442430.33333333,5303000,3,2.2,600,1,"Male","Secondary",8,"Employed",0,150000,5292430.33333333,0,177.3,1380000,1380000,0,194124.087591241,6849254.73065693,0,215477.737226277,8904031.14985402,0,0.0275612163707991,0.972438783629201,-1601985.26147255,1,221985.261472552,0,0.0407878921504894
"25","10817105205",8,1,"Urban",7989328.33333333,7420000,5,3.8,800,1,"Male","Illiterate",0,"Income without Work",2e+05,50000,7739328.33333333,0,177.3,2050000,2050000,2e+05,64708.0291970803,10015933.6751825,3e+05,71825.9124087591,13020713.7777372,0.0250333935038761,0.00625834837596903,0.968708258120155,-2423769.40193308,1,373769.401933078,0,0.0467835825914959
"26","10822106302",8,1,"Urban",6933226.33333333,6673000,7,4.2,295,1,"Male","Secondary",11,"Employed",2e+05,0,6733226.33333333,0,177.3,2050000,2050000,2e+05,0,8713876.12335766,3e+05,0,11328038.960365,0.0288465990268408,0,0.971153400973159,-2117251.01825042,1,67251.0182504212,0,0.00969981578808324
"27","10822106308",8,1,"Urban",5262347,4980000,3,2.4,295,1,"Male","Illiterate",0,"Income without Work",0,50000,5212347,0,177.3,1380000,1380000,0,64708.0291970803,6745614.03722628,0,71825.9124087591,8769298.24839416,0,0.00950146389054162,0.990498536109458,-1568441.52918659,1,188441.529186586,0,0.0358094077008958
"28","10822106317",8,1,"Urban",6851629.33333333,6196000,4,3.1,295,1,"Male","Illiterate",0,"Income without Work",0,1e+05,6751629.33333333,0,177.3,1720000,1720000,0,129416.058394161,8737692.56058394,0,143651.824817518,11359000.3287591,0,0.0145950685793082,0.985404931420692,-2034971.91352385,1,314971.913523847,0,0.0459703667843649
"29","10823106411",8,1,"Urban",8007328.33333333,7628000,5,3.2,591,1,"Male","Primary",5,"Employed",150000,0,7857328.33333333,0,177.3,2050000,2050000,150000,0,10168644.6240876,225000,0,13219238.0113139,0.0187328399380817,0,0.981267160061918,-2430140.59976373,1,380140.599763735,0,0.0474740867289362
"30","10906107317",9,1,"Urban",5069847,4145000,3,2,1553,1,"Male","Secondary",12,"Employed",0,0,5069847,0,178.5,1380000,1380000,0,0,6605603.5729927,0,0,8587284.64489051,0,0,1,-1520954.1,1,140954.1,0,0.0278024366415792
"31","10914109108",9,1,"Urban",6497166.66666667,4593000,4,2.7,1468,1,"Male","Secondary",8,"Employed",210000,120000,6167166.66666667,0,178.5,1720000,1720000,210000,156350.364963504,8035322.99270073,315000,173548.905109489,10445919.8905109,0.0323217812892799,0.01846958930816,0.94920862940256,-1963580.18010651,1,243580.180106514,0,0.0374902157514579
"32","10919117902",9,1,"Urban",7311870,7101500,5,3.2,1045,1,"Female","Primary",5,"Employed",0,0,7311870,0,178.5,2050000,2050000,0,0,9526779.52554744,0,0,12384813.3832117,0,0,1,-2193561,1,143561,0,0.0196339650458775
"33","10938119808",9,1,"Urban",1989532.33333333,1980000,1,1,338,1,"Female","Illiterate",0,"Income without Work",0,0,1989532.33333333,0,178.5,550000,550000,0,0,2592200.88686131,0,0,3369861.15291971,0,0,1,-596859.7,1,46859.7000000001,0,0.0235531231208943
"34","11101135014",11,1,"Urban",6533500,5413500,4,3.1,482,1,"Female","Primary",5,"Income without Work",0,120000,6413500,0,185.2,1720000,1720000,0,162218.97810219,8669928.46715328,0,180063.065693431,11270907.0072993,0,0.0183668783959593,0.981633121604041,-1935437.06832311,1,215437.06832311,0,0.0329742202989377
"35","11101135405",11,1,"Urban",2045666.66666667,1580000,1,1,579,1,"Female","Illiterate",0,"Income without Work",0,0,2045666.66666667,0,185.2,550000,550000,0,0,2765382.96836983,0,0,3594997.85888078,0,0,1,-613700,1,63700.0000000001,0,0.0311389929933193
"36","11101135511",11,1,"Urban",3603000,3163000,2,1.7,482,1,"Male","Illiterate",0,"Income without Work",0,0,3603000,0,185.2,1030000,1030000,0,0,4870624.81751825,0,0,6331812.26277372,0,0,1,-1080900,1,50900.0000000002,0,0.014127116291979
"37","11102136811",11,1,"Urban",7010000,5695000,6,3.9,411,1,"Male","Illiterate",0,"Unemployed",0,0,7010000,0,185.2,2050000,2050000,0,0,9476291.97080292,0,0,12319179.5620438,0,0,1,-2103000,1,53000.0000000005,0,0.00756062767475042
"38","11102137217",11,1,"Urban",4742500,4085000,3,2.2,411,1,"Male","Secondary",8,"Unemployed",0,0,4742500,0,185.2,1380000,1380000,0,0,6411029.19708029,0,0,8334337.95620438,0,0,1,-1422750,1,42750.0000000002,0,0.0090142329994729
"39","11103137402",11,1,"Urban",8101916.66666667,5040000,9,6.2,319,1,"Male","Primary",5,"Other",0,0,8101916.66666667,0,185.2,2050000,2050000,0,0,10952372.0194647,0,0,14238083.6253041,0,0,1,-2430575,1,380575,0,0.0469734527838064
"40","11103137702",11,1,"Urban",4437750,3720000,3,2.2,319,1,"Male","Secondary",12,"Employed",5e+05,0,3937750,0,185.2,1380000,1380000,5e+05,0,5323148.17518248,750000,0,6920092.62773723,0.112669708748803,0,0.887330291251197,-1425094.44555084,1,45094.4455508417,1,0.0101615560928042
"41","11105141411",11,1,"Urban",6770032.33333333,6698000,4,2.7,962,1,"Male","Primary",5,"Unemployed",0,120000,6650032.33333333,0,185.2,1720000,1720000,0,162218.97810219,8989678.74549878,0,180063.065693431,11686582.3691484,0,0.0177251738384115,0.982274826161588,-2006395.52110673,1,286395.521106726,0,0.0423034199846597
"42","11106142508",11,1,"Urban",4980000,4317500,3,2.4,482,1,"Male","Illiterate",0,"Income without Work",0,0,4980000,0,185.2,1380000,1380000,0,0,6732087.59124088,0,0,8751713.86861314,0,0,1,-1494000,1,113999.999999999,0,0.0228915662650601
"43","11106142602",11,1,"Urban",7675944,7476500,6,3.7,482,1,"Male","Secondary",8,"Unemployed",0,240000,7435944,0,185.2,2050000,2050000,0,324437.95620438,10052093.6408759,0,360126.131386861,13067721.7331387,0,0.0312665126269811,0.968733487373019,-2253607.44434558,1,203607.444345582,0,0.026525394706577
"44","11106142608",11,1,"Urban",3712333.33333333,3239000,2,1.7,482,1,"Male","Primary",5,"Income without Work",0,0,3712333.33333333,0,185.2,1030000,1030000,0,0,5018424.33090024,0,0,6523951.63017032,0,0,1,-1113700,1,83700.0000000002,0,0.0225464667325133
"45","11106142702",11,1,"Urban",6292532.33333333,5533000,4,3.1,402,1,"Male","Secondary",8,"Income without Work",120000,0,6172532.33333333,0,185.2,1720000,1720000,120000,0,8344182.39513382,180000,0,10847437.113674,0.01907022382139,0,0.98092977617861,-1910113.91967769,1,190113.919677687,0,0.0302126249984603
"46","11106143111",11,1,"Urban",4800430.33333333,4746000,3,2.2,402,1,"Male","Primary",5,"Unemployed",0,0,4800430.33333333,0,185.2,1380000,1380000,0,0,6489340.8593674,0,0,8436143.11717761,0,0,1,-1440129.1,1,60129.1000000001,0,0.0125257728630024
"47","11106143208",11,1,"Urban",6046000,5046000,4,3.1,402,1,"Male","Secondary",12,"Income without Work",0,0,6046000,0,185.2,1720000,1720000,0,0,8173132.84671533,0,0,10625072.7007299,0,0,1,-1813800,1,93800.0000000002,0,0.0155143896791267
"48","11106143217",11,1,"Urban",3832000,3607000,2,1.7,402,1,"Female","Illiterate",0,"Income without Work",0,1e+05,3732000,0,185.2,1030000,1030000,0,135182.481751825,5045010.2189781,0,150052.554744526,6558513.28467153,0,0.0260960334029228,0.973903966597077,-1129101.73673524,1,99101.7367352396,0,0.0258616223213047
"49","11106143414",11,1,"Urban",7665666.66666667,6426500,5,3.2,402,1,"Male","Secondary",8,"Employed",0,0,7665666.66666667,0,185.2,2050000,2050000,0,0,10362638.4428224,0,0,13471429.9756691,0,0,1,-2299700,1,249700,1,0.032573813975736
"50","11106143502",11,1,"Urban",7474411.66666667,7337000,5,3.2,402,1,"Male","Secondary",12,"Employed",0,180000,7294411.66666667,0,185.2,2050000,2050000,0,243328.467153285,9860766.72019465,0,270094.598540146,12818996.736253,0,0.0240821629885251,0.975917837011475,-2205420.75924137,1,155420.759241368,0,0.0207937114213941
"51","11106143508",11,1,"Urban",3866500,3426500,2,1.7,402,1,"Male","Secondary",12,"Unemployed",0,0,3866500,0,185.2,1030000,1030000,0,0,5226830.65693431,0,0,6794879.8540146,0,0,1,-1159950,1,129950,0,0.0336092072934179
"52","11107143608",11,1,"Urban",3692398,3545000,2,1.7,206,1,"Male","Illiterate",0,"Income without Work",0,0,3692398,0,185.2,1030000,1030000,0,0,4991475.25255474,0,0,6488917.82832117,0,0,1,-1107719.4,1,77719.4000000001,0,0.0210484893556979
"53","11107143611",11,1,"Urban",4060731.33333333,3945000,2,1.7,206,1,"Male","Illiterate",0,"Income without Work",0,0,4060731.33333333,0,185.2,1030000,1030000,0,0,5489397.39367397,0,0,7136216.61177616,0,0,1,-1218219.4,1,188219.4,0,0.0463511088396721
"54","11108144608",11,1,"Urban",3727398,3515000,2,1.7,193,1,"Male","Illiterate",0,"Other",0,50000,3677398,0,185.2,1030000,1030000,0,67591.2408759124,4971197.88029197,0,75026.2773722628,6462557.24437956,0,0.0134141832989125,0.986585816701087,-1107960.000035,1,77960.0000350049,0,0.0209153946090557
"55","11109144805",11,1,"Urban",7619161.66666667,7534000,5,3.2,282,1,"Male","Primary",5,"Employed",0,0,7619161.66666667,0,185.2,2050000,2050000,0,0,10299771.8296837,0,0,13389703.3785888,0,0,1,-2285748.5,1,235748.5,0,0.0309415274690108
"56","11109144817",11,1,"Urban",7636245,7470000,5,3.2,282,1,"Male","Primary",5,"Unemployed",0,0,7636245,0,185.2,2050000,2050000,0,0,10322865.5036496,0,0,13419725.1547445,0,0,1,-2290873.5,1,240873.5,0,0.0315434483833351
"57","11110145617",11,1,"Urban",2131000,1926000,1,1,148,1,"Female","Illiterate",0,"Income without Work",0,0,2131000,0,185.2,550000,550000,0,0,2880738.68613139,0,0,3744960.2919708,0,0,1,-639300,1,89300.0000000001,0,0.0419052088221493
"58","11112146211",11,1,"Urban",6040712.66666667,5963000,4,2.7,111,1,"Male","Primary",5,"Unemployed",0,0,6040712.66666667,0,185.2,1720000,1720000,0,0,8165985.29829684,0,0,10615780.8877859,0,0,1,-1812213.8,1,92213.8000000003,0,0.0152653842499158
"59","11112146214",11,1,"Urban",1918833.33333333,1615500,1,1,111,1,"Female","Illiterate",0,"Income without Work",0,0,1918833.33333333,0,185.2,550000,550000,0,0,2593926.52068127,0,0,3372104.47688565,0,0,1,-575650,1,25650.0000000001,0,0.0133674976113959
"60","11112146402",11,1,"Urban",6631500,5751500,4,3.1,111,1,"Male","Illiterate",0,"Income without Work",0,0,6631500,0,185.2,1720000,1720000,0,0,8964626.27737226,0,0,11654014.1605839,0,0,1,-1989450,1,269450,0,0.0406318329186459
"61","11112146411",11,1,"Urban",6291129.33333333,6195000,4,2.7,111,1,"Male","Secondary",12,"Other",5e+05,0,5791129.33333333,0,185.2,1720000,1720000,5e+05,0,7828592.35425791,750000,0,10177170.0605353,0.0794769863259315,0,0.920523013674069,-1980885.30266852,1,260885.302668521,0,0.0414687552656451
"62","11112146514",11,1,"Urban",4182000,3742000,2,1.7,111,1,"Male","University",16,"Student",0,3e+05,3882000,0,185.2,1030000,1030000,0,405547.445255474,5247783.94160584,0,450157.664233577,6822119.12408759,0,0.0717360114777618,0.928263988522238,-1193326.25536319,1,163326.255363189,0,0.0390545804311787
"63","11113146617",11,1,"Urban",8295500,7141500,5,3.2,163,1,"Male","Primary",5,"Unemployed",0,120000,8175500,0,185.2,2050000,2050000,0,162218.97810219,11051843.7956204,0,180063.065693431,14367396.9343066,0,0.0144656741606895,0.98553432583931,-2464029.48464461,1,414029.484644614,0,0.0499101301482267
"64","11113146808",11,1,"Urban",6755921,6651000,4,2.9,136,1,"Female","Illiterate",0,"Housekeeper",0,3e+05,6455921,0,185.2,1720000,1720000,0,405547.445255474,8727274.22773723,0,450157.664233577,11345456.4960584,0,0.0444054926041912,0.955594507395809,-1965370.31481288,1,245370.314812876,0,0.0363192989990374
"65","11113146902",11,1,"Urban",7911828.33333333,7756500,5,3.2,136,1,"Male","Secondary",8,"Employed",0,260000,7651828.33333333,0,185.2,2050000,2050000,0,351474.452554745,10343931.4403893,0,390136.642335766,13447110.8725061,0,0.0328621892495561,0.967137810750444,-2320281.47439972,1,270281.474399717,0,0.0341616960091252
"66","11113146914",11,1,"Urban",7548583.33333333,6365000,5,3.2,136,1,"Male","University",16,"Employed",0,0,7548583.33333333,0,185.2,2050000,2050000,0,0,10204362.2871046,0,0,13265670.973236,0,0,1,-2264575,1,214575,0,0.0284258635726351
"67","11114147011",11,1,"Urban",3665000,3225000,2,1.7,205,1,"Male","Secondary",8,"Employed",0,0,3665000,0,185.2,1030000,1030000,0,0,4954437.95620438,0,0,6440769.34306569,0,0,1,-1099500,1,69500.0000000002,0,0.0189631650750342
"68","11114147017",11,1,"Urban",4843597,4800000,3,2.2,205,1,"Male","Secondary",12,"Unemployed",0,120000,4723597,0,185.2,1380000,1380000,0,162218.97810219,6385475.65255474,0,180063.065693431,8301118.34832117,0,0.0247749761179553,0.975225023882045,-1428478.61847379,1,48478.6184737915,0,0.0100088051243304
"69","11114147111",11,1,"Urban",5764629.33333333,5706500,4,3.1,171,1,"Male","Secondary",8,"Unemployed",0,0,5764629.33333333,0,185.2,1720000,1720000,0,0,7792768.99659367,0,0,10130599.6955718,0,0,1,-1729388.8,1,9388.80000000005,0,0.00162869101499906
"70","11115147405",11,1,"Urban",7758161.66666667,6813000,5,3.8,144,1,"Male","Illiterate",0,"Income without Work",0,3e+05,7458161.66666667,0,185.2,2050000,2050000,0,405547.445255474,10082128.0340633,0,450157.664233577,13106766.4442822,0,0.0386689544365858,0.961331045563414,-2266014.70984747,1,216014.709847474,0,0.0278435432424143
"71","11116147517",11,1,"Urban",6625296,6543000,4,2.7,144,1,"Male","Primary",5,"Employed",0,250000,6375296,0,185.2,1720000,1720000,0,337956.204379562,8618283.35182482,0,375131.386861314,11203768.3573723,0,0.0377341631226741,0.962265836877326,-1936390.19777359,1,216390.197773594,0,0.0326612120837461
"72","11117147814",11,1,"Urban",8155000,7930000,5,3.2,129,2,"Male","Primary",5,"Employed",0,0,8155000,0,185.2,2050000,2050000,0,0,11024131.3868613,0,0,14331370.8029197,0,0,1,-2446500,1,396500,0,0.0486204782342122
"73","11117147817",11,1,"Urban",7716911.66666667,7459000,5,3.2,129,1,"Male","Primary",5,"Unemployed",0,0,7716911.66666667,0,185.2,2050000,2050000,0,0,10431912.7055961,0,0,13561486.5172749,0,0,1,-2315073.5,1,265073.5,0,0.0343496869537836
"74","11117148005",11,1,"Urban",5314166.66666667,4665000,3,2.4,154,1,"Female","Primary",5,"Housekeeper",0,0,5314166.66666667,0,185.2,1380000,1380000,0,0,7183822.38442822,0,0,9338969.09975669,0,0,1,-1594250,1,214250,0,0.0403167633683551
"75","11118148214",11,1,"Urban",6004296,5937000,4,2.7,121,1,"Male","Primary",5,"Unemployed",0,150000,5854296,0,185.2,1720000,1720000,0,202773.722627737,7913982.62189781,0,225078.832116788,10288177.4084672,0,0.02498211280723,0.97501788719277,-1770538.70096863,1,50538.7009686322,0,0.00841709019152824
"76","11118148402",11,1,"Urban",6029796,5975000,4,2.7,121,1,"Male","Secondary",8,"Employed",0,0,6029796,0,185.2,1720000,1720000,0,0,8151227.87737226,0,0,10596596.2405839,0,0,1,-1808938.8,1,88938.7999999989,0,0.0147498854024247
"77","11119148617",11,1,"Urban",4078398,4038500,2,1.5,156,2,"Female","Primary",5,"Housekeeper",0,0,4078398,0,185.2,1030000,1030000,0,0,5513279.63211679,0,0,7167263.52175182,0,0,1,-1223519.4,1,193519.4,0,0.0474498565368069
"78","11119148708",11,1,"Urban",7443161.66666667,7345000,5,3.4,156,1,"Male","Primary",5,"Unemployed",0,150000,7293161.66666667,0,185.2,2050000,2050000,0,202773.722627737,9859076.93917275,0,225078.832116788,12816800.0209246,0,0.0201527263167959,0.979847273683204,-2202186.6735648,1,152186.673564802,0,0.0204465092094334
"79","11119148711",11,1,"Urban",7112078.33333333,7018000,5,3.6,156,1,"Male","Illiterate",0,"Other",0,0,7112078.33333333,0,185.2,2050000,2050000,0,0,9614283.99513382,0,0,12498569.193674,0,0,1,-2133623.5,1,83623.5,0,0.0117579554218446
"80","11119148714",11,1,"Urban",6605046,6540000,4,2.7,156,1,"Male","Primary",5,"Employed",0,0,6605046,0,185.2,1720000,1720000,0,0,8928865.10364963,0,0,11607524.6347445,0,0,1,-1981513.8,1,261513.8,0,0.0395930323573826
"81","11119148817",11,1,"Urban",7755578.33333333,7140000,5,3.6,156,1,"Male","Secondary",8,"Employed",0,0,7755578.33333333,0,185.2,2050000,2050000,0,0,10484183.2652068,0,0,13629438.2447689,0,0,1,-2326673.5,1,276673.5,0,0.0356741287507681
"82","11302160514",13,1,"Urban",5660500,4948000,3,2.4,460,1,"Male","Primary",5,"Employed",0,5e+05,5160500,0,186.1,1380000,1380000,0,679197.080291971,7009993.06569343,0,753908.759124088,9112990.98540146,0,0.0883314194859111,0.911668580514089,-1596160.61325614,1,216160.613256138,0,0.0381875476117194
"83","11303162911",13,1,"Urban",7235995,6765000,5,3.4,313,1,"Male","Primary",5,"Employed",1e+05,1e+05,7035995,0,186.1,2050000,2050000,1e+05,135839.416058394,9557654.52189781,150000,150781.751824818,12424950.8784672,0.0138197994885292,0.0138197994885292,0.972360401022942,-2168861.25679083,1,118861.25679083,0,0.0164263873580386
"84","11305167711",13,1,"Urban",1953000,1738000,1,1,163,1,"Female","Illiterate",0,"Income without Work",0,0,1953000,0,186.1,550000,550000,0,0,2652943.79562044,0,0,3448826.93430657,0,0,1,-585900,1,35900.0000000001,0,0.0183819764464926
"85","11309171208",13,1,"Urban",3670731.33333333,3610000,2,1.7,130,1,"Male","Illiterate",0,"Income without Work",0,0,3670731.33333333,0,186.1,1030000,1030000,0,0,4986300.00827251,0,0,6482190.01075426,0,0,1,-1101219.4,1,71219.4000000001,0,0.0194019647674206
"86","11502185402",15,1,"Urban",7349962.66666667,6578500,4,2.7,1020,2,"Male","Secondary",8,"Employed",0,1e+06,6349962.66666667,0,205.8,1720000,1720000,0,1502189.7810219,9538849.02773723,0,1667430.65693431,12400503.7360584,0,0.136055112842297,0.863944887157703,-2001775.37062766,1,281775.370627665,0,0.0383369798469269
"87","11504187711",15,1,"Urban",6823129.33333333,6597500,4,3.1,469,1,"Male","Illiterate",0,"Employed",0,3e+05,6523129.33333333,0,205.8,1720000,1720000,0,450656.934306569,9798978.22481752,0,500229.197080292,12738671.6922628,0,0.0439680951868224,0.956031904813178,-1985530.69534159,1,265530.695341591,0,0.0389162629593408
"88","11507190414",15,1,"Urban",3966500,3966500,2,1.7,428,1,"Female","Illiterate",0,"Income without Work",0,0,3966500,0,205.8,1030000,1030000,0,0,5958435.76642336,0,0,7745966.49635036,0,0,1,-1189950,1,159950,0,0.0403252237488971
"89","11603196505",16,1,"Urban",6939296,6529500,4,3.1,184,1,"Male","Illiterate",0,"Income without Work",0,2e+05,6739296,0,207.7,1720000,1720000,0,303211.678832117,10217166.2715328,0,336564.96350365,13282316.1529927,0,0.0288213674701295,0.97117863252987,-2040801.09298558,1,320801.092985579,0,0.0462296309287828
"90","11608199917",16,1,"Urban",6178212.66666667,5750500,4,2.7,127,1,"Male","Illiterate",0,"Employed",0,50000,6128212.66666667,0,207.7,1720000,1720000,0,75802.9197080292,9290728.25450122,0,84141.2408759124,12077946.7308516,0,0.0080929554707246,0.991907044529275,-1843200.08741845,1,123200.087418447,0,0.0199410564293374
"91","11903222714",19,1,"Urban",6056482.33333333,4956149,4,2.9,217,1,"Male","Primary",5,"Income without Work",0,2e+05,5856482.33333333,0,177.8,1720000,1720000,0,259562.04379562,7600602.61946472,0,288113.868613139,9880783.40530414,0,0.0330224689832332,0.966977531016767,-1775970.58330832,1,55970.5833083219,0,0.00924143425636265
"92","11906227605",19,1,"Urban",2264115,2019115,1,1,83,1,"Female","Illiterate",0,"Income without Work",0,1e+05,2164115,0,177.8,550000,550000,0,129781.02189781,2808610.5620438,0,144056.934306569,3651193.73065693,0,0.0441673678236309,0.955832632176369,-658765.453652516,1,108765.453652516,0,0.0480388379797474
