"","Region","NewArea","NewArea2","Decile","N","Max","Min","Mean"
"84","Urban",5,"Kermanshah","9",69,13961387.0967742,10510000,11846655.1516163
"85","Urban",5,"Kermanshah","4",45,5567387.09677419,4821718.75,5179821.846655
"86","Urban",5,"Kermanshah","2",28,4110111.11111111,3305161.29032258,3709686.58446638
"87","Urban",5,"Kermanshah","10",43,45454545.4545455,14086148.1481481,17826884.918333
"88","Urban",5,"Kermanshah","1",19,3269687.5,1815865.38461538,2823218.09777872
"89","Urban",5,"Kermanshah","3",30,4767468.75,4118578.94736842,4521384.57926854
"90","Urban",502,"Sh_Kermanshah","8",22,10499045.4545455,8829235.29411765,9563014.93521385
"91","Urban",502,"Sh_Kermanshah","1",5,3290208.33333333,2498155.55555556,2995970.22767827
"92","Urban",502,"Sh_Kermanshah","3",12,4877083.33333333,4209296.875,4514683.3407231
"93","Urban",502,"Sh_Kermanshah","2",11,4112777.77777778,3533447.36842105,3846811.74524204
"94","Urban",502,"Sh_Kermanshah","9",23,13940645.1612903,10706583.3333333,12312625.7100832
"95","Urban",502,"Sh_Kermanshah","10",29,77733529.4117647,14309032.2580645,26057250.4690379
"96","Urban",502,"Sh_Kermanshah","5",25,6362772.72727273,5664181.81818182,5996528.38216906
"97","Urban",502,"Sh_Kermanshah","7",24,8803882.35294118,7513781.25,8144277.69047033
"98","Urban",502,"Sh_Kermanshah","4",17,5650000,4917604.65116279,5279307.12400529
"99","Urban",502,"Sh_Kermanshah","6",24,7404333.33333333,6566666.66666667,6985637.43453231
"100","Urban",6,"Khoozestan","2",66,4845312.5,3908148.14814815,4369144.63368205
"101","Urban",6,"Khoozestan","1",91,3887407.40740741,1238636.36363636,3227511.58882903
"102","Urban",6,"Khoozestan","6",37,8626451.61290323,7535483.87096774,7982959.9842075
"103","Urban",6,"Khoozestan","4",48,6552962.96296296,5695161.29032258,6147729.75335956
"104","Urban",6,"Khoozestan","5",44,7484861.11111111,6582352.94117647,7033329.31181728
"105","Urban",6,"Khoozestan","8",28,12086666.6666667,10288235.2941176,11027482.0098378
"106","Urban",6,"Khoozestan","7",30,10215116.2790698,8702909.09090909,9414921.29346005
"107","Urban",6,"Khoozestan","3",71,5685937.5,4870689.65517241,5311804.80265387
"108","Urban",6,"Khoozestan","10",12,35261481.4814815,17216137.9310345,22779347.4913586
"109","Urban",6,"Khoozestan","9",21,16159210.5263158,12422962.962963,13913770.2129593
"110","Urban",603,"Sh_Ahvaz","4",14,6869705.88235294,6065348.8372093,6453019.80810344
"111","Urban",603,"Sh_Ahvaz","10",52,54524137.9310345,17665454.5454545,25992088.9903163
"112","Urban",603,"Sh_Ahvaz","7",16,10669473.6842105,9353703.7037037,10033767.9114677
"113","Urban",603,"Sh_Ahvaz","1",16,4075937.5,2379687.5,3249614.11276061
"114","Urban",603,"Sh_Ahvaz","6",17,9065161.29032258,8008545.45454545,8488645.26701419
"115","Urban",603,"Sh_Ahvaz","5",18,7872758.62068966,7042631.57894737,7396927.79658379
"116","Urban",603,"Sh_Ahvaz","3",14,6020000,5163783.78378378,5552676.09749909
"117","Urban",603,"Sh_Ahvaz","9",36,17322000,13165972.2222222,15042840.2941943
"118","Urban",603,"Sh_Ahvaz","8",19,13092222.2222222,10879411.7647059,11734624.6561971
"119","Urban",603,"Sh_Ahvaz","2",13,5101176.47058824,4227500,4715890.21683827
"120","Urban",7,"Fars","3",43,5947208.33333333,5135172.4137931,5542633.69811856
"121","Urban",7,"Fars","4",45,6882258.06451613,5965833.33333333,6395544.35375835
"122","Urban",7,"Fars","7",29,10690000,9162941.17647059,9995697.92344888
"123","Urban",7,"Fars","5",64,7886296.2962963,6888888.88888889,7379225.35814615
"124","Urban",7,"Fars","2",52,5062962.96296296,4080000,4545635.43260468
"125","Urban",7,"Fars","1",64,4066315.78947368,642823.529411765,3132740.50435332
"126","Urban",7,"Fars","9",23,16703000,13381176.4705882,14636433.1775591
"127","Urban",7,"Fars","10",11,134438235.294118,17289000,31639739.7304934
"128","Urban",7,"Fars","6",44,9046818.18181818,7889411.76470588,8320042.69586522
"129","Urban",7,"Fars","8",24,12871590.9090909,10723674.4186047,11852570.0305489
"130","Urban",707,"Sh_Shiraz","3",21,5722586.20689655,4903953.48837209,5320158.63525169
"131","Urban",707,"Sh_Shiraz","4",30,6586818.18181818,5738518.51851852,6113860.5006712
"132","Urban",707,"Sh_Shiraz","2",7,4838806.4516129,3997884.61538462,4413608.05645884
"133","Urban",707,"Sh_Shiraz","8",33,12465833.3333333,10340322.5806452,11240646.7733191
"134","Urban",707,"Sh_Shiraz","6",34,8717222.22222222,7608750,8072474.23499152
"135","Urban",707,"Sh_Shiraz","9",41,16450967.7419355,12507647.0588235,14163374.7290775
"136","Urban",707,"Sh_Shiraz","5",33,7583333.33333333,6640294.11764706,7116086.00796211
"137","Urban",707,"Sh_Shiraz","10",52,68867647.0588235,16740416.6666667,25994983.7027391
"138","Urban",707,"Sh_Shiraz","7",37,10293529.4117647,8769411.76470588,9500884.97381588
"139","Urban",707,"Sh_Shiraz","1",4,3889629.62962963,2223333.33333333,3396454.41595442
"140","Urban",8,"Kerman","3",62,5001612.90322581,4316458.33333333,4633392.6683076
"141","Urban",8,"Kerman","1",128,3440000,1410600,2770738.84002663
"142","Urban",8,"Kerman","2",73,4272941.17647059,3461176.47058824,3803509.52744016
"143","Urban",8,"Kerman","4",60,5795000,5058000,5407302.45328967
"144","Urban",8,"Kerman","5",36,6666666.66666667,5845555.55555556,6233181.44407255
"145","Urban",8,"Kerman","6",21,7686296.2962963,6680909.09090909,7075033.32873554
"146","Urban",8,"Kerman","8",11,10912647.0588235,9340277.77777778,9971753.80363348
"147","Urban",8,"Kerman","7",16,8995833.33333333,7766117.64705882,8236026.50835072
"148","Urban",8,"Kerman","9",13,14590322.5806452,11551000,12758403.5361708
"149","Urban",8,"Kerman","10",8,36790909.0909091,14972361.1111111,21253624.6657754
"150","Urban",808,"Sh_Kerman","1",20,4525208.33333333,1978684.21052632,3454351.26543879
"151","Urban",808,"Sh_Kerman","4",9,7570208.33333333,6847727.27272727,7139674.63854229
"152","Urban",808,"Sh_Kerman","5",10,8972916.66666667,7959629.62962963,8456608.52702905
"153","Urban",808,"Sh_Kerman","6",9,10215294.1176471,9183863.63636363,9627527.98437383
"154","Urban",808,"Sh_Kerman","7",6,12087916.6666667,10479705.8823529,11248039.3292838
"155","Urban",808,"Sh_Kerman","2",14,5715363.63636364,4775833.33333333,5241414.25180144
"156","Urban",808,"Sh_Kerman","8",7,14125000,12195657.8947368,13220932.0570774
"157","Urban",808,"Sh_Kerman","10",2,36869000,29187647.0588235,33028323.5294118
"158","Urban",808,"Sh_Kerman","9",2,18813181.8181818,18575294.1176471,18694237.9679144
"159","Urban",808,"Sh_Kerman","3",9,6651250,5940967.74193548,6229125.68168956
"160","Urban",9,"Khorasan_Razavi","10",31,63395833.3333333,14623722.2222222,20384242.2817131
"161","Urban",9,"Khorasan_Razavi","6",35,7668888.88888889,6675296.2962963,7135646.58472124
"162","Urban",9,"Khorasan_Razavi","4",45,5785185.18518518,5061034.48275862,5492582.3333158
"163","Urban",9,"Khorasan_Razavi","3",41,5028235.29411765,4298270.58823529,4667621.48515287
"164","Urban",9,"Khorasan_Razavi","1",39,3437586.20689655,1675555.55555556,2866400.28224421
"165","Urban",9,"Khorasan_Razavi","7",34,9030235.29411765,7724074.07407407,8354206.30985517
"166","Urban",9,"Khorasan_Razavi","9",37,14306818.1818182,10990740.7407407,12544076.3678525
"167","Urban",9,"Khorasan_Razavi","2",40,4266896.55172414,3473074.07407407,3911944.32675898
"168","Urban",9,"Khorasan_Razavi","8",37,10862074.0740741,9043409.09090909,9814635.81843444
"169","Urban",9,"Khorasan_Razavi","5",38,6636811.76470588,5834636.36363636,6222788.9180521
"170","Urban",916,"Sh_Mashhad","10",74,55370588.2352941,13514791.6666667,19886203.0947431
"171","Urban",916,"Sh_Mashhad","8",49,10071818.1818182,8359411.76470588,9156576.05565502
"172","Urban",916,"Sh_Mashhad","6",43,7101111.11111111,6155172.4137931,6626577.07245983
"173","Urban",916,"Sh_Mashhad","9",57,13354545.4545455,10190833.3333333,11538018.1123517
"174","Urban",916,"Sh_Mashhad","4",37,5369791.66666667,4650416.66666667,4958299.04027579
"175","Urban",916,"Sh_Mashhad","5",31,6057219.31034483,5402083.33333333,5730278.793631
"176","Urban",916,"Sh_Mashhad","2",17,3879862.06896552,3221291.66666667,3548996.8852018
"177","Urban",916,"Sh_Mashhad","7",40,8304661.29032258,7157148.14814815,7765932.79683277
"178","Urban",916,"Sh_Mashhad","1",17,3162500,1912500,2669951.33548856
"179","Urban",916,"Sh_Mashhad","3",23,4633764.70588235,4002272.72727273,4275722.69274857
"180","Urban",10,"Esfahan","5",39,7216000,6316612.90322581,6768079.20728412
"181","Urban",10,"Esfahan","2",45,4631176.47058824,3734000,4256357.90018238
"182","Urban",10,"Esfahan","1",23,3715925.92592593,1757741.93548387,3167634.87283868
"183","Urban",10,"Esfahan","3",45,5444117.64705882,4661764.70588235,5059758.59428791
"184","Urban",1002,"Sh_Esfahan","9",63,16135116.2790698,12152586.2068966,13955712.4115057
"185","Urban",1002,"Sh_Esfahan","4",20,6419090.90909091,5580454.54545454,5952246.93493027
"186","Urban",1002,"Sh_Esfahan","7",40,10016666.6666667,8532894.73684211,9291457.34881827
"187","Urban",1002,"Sh_Esfahan","8",61,12065588.2352941,10022407.4074074,11053351.5046081
"188","Urban",1002,"Sh_Esfahan","10",63,137930689.655172,16518522.7272727,28723683.8296599
"189","Urban",1002,"Sh_Esfahan","5",27,7339062.5,6474193.5483871,6977321.79858649
"190","Urban",1002,"Sh_Esfahan","6",40,8499473.68421053,7414516.12903226,7886442.45651587
"191","Urban",1002,"Sh_Esfahan","3",15,5362916.66666667,4791935.48387097,5089393.92864878
"192","Urban",1002,"Sh_Esfahan","1",8,3737500,2094772.72727273,3251534.34467221
"193","Urban",1002,"Sh_Esfahan","2",9,4741818.18181818,3914482.75862069,4368401.16950876
"194","Urban",10,"Esfahan","6",32,8293333.33333333,7274705.88235294,7785145.50562708
"195","Urban",10,"Esfahan","9",24,15368750,11941000,13770137.9933881
"196","Urban",10,"Esfahan","7",36,9664791.66666667,8345833.33333333,8974282.83323063
"197","Urban",10,"Esfahan","8",29,11612500,9805000,10589971.2286065
"198","Urban",10,"Esfahan","4",45,6265454.54545454,5459166.66666667,5921555.14831515
"199","Urban",10,"Esfahan","10",21,57567105.2631579,15936000,23907169.2433915
"200","Urban",11,"Sistan","2",75,3522500,2829000,3179315.24354653
"201","Urban",11,"Sistan","1",242,2822954.54545455,543703.703703704,2062436.66142539
"202","Urban",11,"Sistan","10",19,26617241.3793103,12515909.0909091,16792732.9779484
"203","Urban",11,"Sistan","5",55,5458125,4777272.72727273,5078167.44536521
"204","Urban",11,"Sistan","4",52,4770454.54545454,4133906.25,4451615.90370918
"205","Urban",11,"Sistan","3",66,4126818.18181818,3537254.90196078,3826629.63847871
"206","Urban",11,"Sistan","8",39,8970000,7541136.36363636,8205017.67485533
"207","Urban",11,"Sistan","6",45,6308333.33333333,5488095.23809524,5958793.92362842
"208","Urban",11,"Sistan","7",34,7398518.51851852,6355000,6889475.81848752
"209","Urban",11,"Sistan","9",21,11959705.8823529,8997058.82352941,10337298.306851
"210","Urban",1105,"Sh_Zahedan","10",28,70241176.4705882,12240697.6744186,21919298.7831212
"211","Urban",1105,"Sh_Zahedan","9",11,11728181.8181818,9104545.45454545,10279450.194728
"212","Urban",1105,"Sh_Zahedan","5",10,5444193.5483871,4858823.52941176,5102232.55607698
"213","Urban",1105,"Sh_Zahedan","4",18,4754074.07407407,4139056.60377359,4491776.00947732
"214","Urban",1105,"Sh_Zahedan","7",18,7252083.33333333,6321875,6739763.90720965
"215","Urban",1105,"Sh_Zahedan","6",7,6157352.94117647,5895609.75609756,6016789.99962822
"216","Urban",1105,"Sh_Zahedan","3",12,4102941.17647059,3530000,3795682.77873774
"217","Urban",1105,"Sh_Zahedan","8",13,8993243.24324324,7560294.11764706,8070925.23911443
"218","Urban",1105,"Sh_Zahedan","1",23,2816037.73584906,1300000,2154057.3649408
"219","Urban",1105,"Sh_Zahedan","2",13,3426129.03225806,2889655.17241379,3138594.45028163
"220","Urban",12,"Kordestan","5",70,7464097.22222222,6518294.11764706,7008582.77265385
"221","Urban",12,"Kordestan","4",74,6504000,5679137.93103448,6119963.94768798
"222","Urban",12,"Kordestan","2",48,4781162.79069767,3928518.51851852,4454115.44459936
"223","Urban",12,"Kordestan","1",33,3816888.88888889,1933064.51612903,3121018.3679467
"224","Urban",12,"Kordestan","3",61,5630161.29032258,4816250,5213443.50926557
"225","Urban",12,"Kordestan","6",61,8541666.66666667,7525882.35294118,7978713.16861103
"226","Urban",12,"Kordestan","8",47,12259318.1818182,10296724.137931,11128437.3648112
"227","Urban",12,"Kordestan","7",67,10134558.8235294,8629259.25925926,9283369.89066879
"228","Urban",12,"Kordestan","10",16,23925294.1176471,16364941.1764706,19203224.7986393
"229","Urban",12,"Kordestan","9",28,15666960,12293000,13729198.178457
"230","Urban",13,"Hamedan","8",70,7906896.55172414,6583777.77777778,7184532.39869506
"231","Urban",13,"Hamedan","4",49,4219090.90909091,3658823.52941176,3907149.62291686
"232","Urban",13,"Hamedan","3",32,3647368.42105263,3120833.33333333,3449762.06260323
"233","Urban",13,"Hamedan","2",37,3078947.36842105,2533823.52941176,2847812.56757135
"234","Urban",13,"Hamedan","7",70,6558823.52941176,5583870.96774194,6033100.29119884
"235","Urban",13,"Hamedan","6",83,5582916.66666667,4843333.33333333,5195123.65162614
"236","Urban",13,"Hamedan","9",83,10567586.2068966,7991034.48275862,9075753.45160682
"237","Urban",13,"Hamedan","5",60,4817741.93548387,4235185.18518518,4544044.63585741
"238","Urban",13,"Hamedan","10",50,26709166.6666667,10657727.2727273,15032966.2511613
"239","Urban",13,"Hamedan","1",17,2325925.92592593,922000,1766528.76243553
"240","Urban",1304,"Sh_Hamedan","3",20,5030645.16129032,4330689.65517241,4704818.08865154
"241","Urban",1304,"Sh_Hamedan","1",6,3381481.48148148,2394067.79661017,3032691.5713123
"242","Urban",1304,"Sh_Hamedan","4",16,5797058.82352941,5155882.35294118,5508652.81463329
"243","Urban",1304,"Sh_Hamedan","10",40,228367647.058824,14750000,30398631.5545784
"244","Urban",1304,"Sh_Hamedan","6",23,7717083.33333333,6753409.09090909,7261853.32607788
"245","Urban",1304,"Sh_Hamedan","8",26,11004166.6666667,9181000,10105326.3455101
"246","Urban",1304,"Sh_Hamedan","5",13,6411111.11111111,5853548.38709677,6100308.21583715
"247","Urban",1304,"Sh_Hamedan","9",26,14611764.7058824,11355294.1176471,12706240.4168522
"248","Urban",1304,"Sh_Hamedan","7",24,9002000,7788235.29411765,8296376.77700364
"249","Urban",1304,"Sh_Hamedan","2",21,4302272.72727273,3467037.03703704,3930345.03371404
"250","Urban",14,"Chaharmahal","2",116,6342000,5112837.83783784,5746237.98747412
"251","Urban",14,"Chaharmahal","3",101,7433387.09677419,6373333.33333333,6882666.66712537
"252","Urban",14,"Chaharmahal","7",43,13390555.5555556,11422083.3333333,12373791.4957449
"253","Urban",14,"Chaharmahal","6",44,11251363.6363636,9878965.51724138,10406920.1798889
"254","Urban",14,"Chaharmahal","4",82,8605037.03703704,7477037.03703704,8010354.06456151
"255","Urban",14,"Chaharmahal","5",63,9865909.09090909,8648387.09677419,9241796.52366219
"256","Urban",14,"Chaharmahal","1",150,5080852.94117647,1538400,4078480.58907065
"257","Urban",14,"Chaharmahal","10",13,78824705.8823529,21616818.1818182,29931564.7645502
"258","Urban",14,"Chaharmahal","9",31,21136470.5882353,16239950,18382212.4430248
"259","Urban",14,"Chaharmahal","8",33,16074259.2592593,13422741.9354839,14728572.4298232
"260","Urban",15,"Lorestan","6",64,6093382.35294118,5291029.41176471,5680756.61452094
"261","Urban",15,"Lorestan","7",73,7145514.70588235,6101562.5,6641976.22760557
"262","Urban",15,"Lorestan","9",48,11464629.6296296,8705058.82352941,9869831.03957272
"263","Urban",15,"Lorestan","8",57,8660185.18518518,7186851.85185185,7981875.8597547
"264","Urban",15,"Lorestan","5",51,5281323.52941176,4630930.23255814,4963368.39425582
"265","Urban",15,"Lorestan","3",37,3970147.05882353,3425625,3718092.18804188
"266","Urban",15,"Lorestan","10",45,63825967.7419355,11566296.2962963,17443812.4318549
"267","Urban",15,"Lorestan","4",45,4601481.48148148,3994318.18181818,4297763.07836004
"268","Urban",15,"Lorestan","2",33,3385000,2735090.90909091,3038613.22741922
"269","Urban",15,"Lorestan","1",20,2716527.77777778,1639750,2368944.18163937
"270","Urban",16,"Ilam","4",53,5137647.05882353,4492555.55555556,4836823.01834087
"271","Urban",16,"Ilam","7",55,8002636.36363636,6839705.88235294,7350656.28521026
"272","Urban",16,"Ilam","6",72,6814705.88235294,5913870.96774194,6324946.14793367
"273","Urban",16,"Ilam","5",63,5892272.72727273,5161359.375,5488051.16084347
"274","Urban",16,"Ilam","3",38,4454074.07407407,3824193.5483871,4197384.36048773
"275","Urban",16,"Ilam","8",64,9696470.58823529,8029411.76470588,8690570.28251866
"276","Urban",16,"Ilam","1",24,3048965.51724138,1252941.17647059,2472209.7237901
"277","Urban",16,"Ilam","2",42,3794500,3072916.66666667,3464152.41538721
"278","Urban",16,"Ilam","10",27,163172000,12945000,23481912.285338
"279","Urban",16,"Ilam","9",40,12771176.4705882,9849750,11183604.4954919
"280","Urban",17,"Kohkilooye","2",83,5860645.16129032,4730312.5,5317244.27615446
"281","Urban",17,"Kohkilooye","3",75,6855454.54545454,5882962.96296296,6409686.89972647
"282","Urban",17,"Kohkilooye","6",71,10494444.4444444,9112068.96551724,9819361.32812807
"283","Urban",17,"Kohkilooye","5",64,9066774.19354839,7945000,8429331.4708676
"284","Urban",17,"Kohkilooye","1",59,4677674.41860465,2290588.23529412,3967866.19918043
"285","Urban",17,"Kohkilooye","4",61,7941290.32258065,6879411.76470588,7426024.41580288
"286","Urban",17,"Kohkilooye","10",16,35396875,20424137.9310345,24277172.9088382
"287","Urban",17,"Kohkilooye","7",52,12337812.5,10518125,11397375.6407259
"288","Urban",17,"Kohkilooye","9",24,19561111.1111111,15017647.0588235,16858336.8406285
"289","Urban",17,"Kohkilooye","8",34,14633181.8181818,12400000,13566132.2092309
"290","Urban",18,"Booshehr","10",47,63961200,14571363.6363636,19291363.3404904
"291","Urban",18,"Booshehr","9",66,14135185.1851852,10823454.5454545,12265398.5555995
"292","Urban",18,"Booshehr","6",73,7578125,6593000,7088455.24417258
"293","Urban",18,"Booshehr","4",65,5732777.77777778,4971363.63636364,5400836.3702048
"294","Urban",18,"Booshehr","5",66,6552962.96296296,5743529.41176471,6125715.4967104
"295","Urban",18,"Booshehr","3",49,4965967.74193548,4251875,4593826.35789636
"296","Urban",18,"Booshehr","1",29,3312500,1987407.40740741,2844771.09912515
"297","Urban",18,"Booshehr","8",74,10776818.1818182,8931764.70588235,9733467.22125303
"298","Urban",18,"Booshehr","2",49,4226250,3403684.21052632,3802535.45192288
"299","Urban",18,"Booshehr","7",63,8919545.45454545,7648048.78048781,8281498.27470918
"300","Urban",19,"Zanjan","3",24,3949896.55172414,3444037.03703704,3729116.19960473
"301","Urban",19,"Zanjan","5",47,5255000,4602703.7037037,4964000.8204509
"302","Urban",19,"Zanjan","6",60,6064910.52631579,5273888.88888889,5682906.59329377
"303","Urban",19,"Zanjan","2",21,3364296.77419355,2742000,3060704.46696285
"304","Urban",19,"Zanjan","9",112,11499215.5882353,8661750,9956646.41550845
"305","Urban",19,"Zanjan","7",74,7132803.44827586,6075375,6630750.66243148
"306","Urban",19,"Zanjan","4",49,4573888.88888889,3989693.5483871,4275475.84172077
"307","Urban",19,"Zanjan","1",18,2684000,1069110,2025862.68125207
"308","Urban",19,"Zanjan","8",102,8632058.82352941,7157655.17241379,7853956.15718469
"309","Urban",19,"Zanjan","10",98,83441608.6206897,11535900,16277215.8169621
"310","Urban",20,"Semnan","6",65,5658636.36363636,4919886.36363636,5263596.00587453
"311","Urban",20,"Semnan","5",56,4913041.66666667,4311935.48387097,4655060.55033455
"312","Urban",20,"Semnan","7",61,6664204.54545454,5679411.76470588,6161742.90472754
"313","Urban",20,"Semnan","10",64,53825000,10798620.6896552,15788701.8569779
"314","Urban",20,"Semnan","1",13,2468518.51851852,1575980.39215686,2148580.98705505
"315","Urban",20,"Semnan","8",70,8072000,6685294.11764706,7337811.4963985
"316","Urban",20,"Semnan","9",71,10727941.1764706,8140000,9168672.34840386
"317","Urban",20,"Semnan","3",24,3711363.63636364,3230000,3505762.97990037
"318","Urban",20,"Semnan","4",42,4288235.29411765,3720568.18181818,4036013.24438868
"319","Urban",20,"Semnan","2",14,3054814.81481481,2579310.34482759,2864482.34662313
"320","Urban",21,"Yazd","1",33,3290291.66666667,1303703.7037037,2581944.37955703
"321","Urban",21,"Yazd","7",55,8662368.42105263,7406206.89655172,8037902.76513457
"322","Urban",21,"Yazd","2",34,4121875,3425191.03448276,3830671.84070407
"323","Urban",21,"Yazd","5",47,6390322.58064516,5592000,5971256.34662715
"324","Urban",21,"Yazd","4",44,5584843.75,4832333.33333333,5237510.97969998
"325","Urban",21,"Yazd","10",30,64122564.516129,14179078.9473684,20573977.8695835
"326","Urban",21,"Yazd","8",47,10495000,8735882.35294118,9647437.15575233
"327","Urban",21,"Yazd","6",50,7367083.33333333,6403703.7037037,6866464.66762116
"328","Urban",21,"Yazd","3",38,4831000,4138958.33333333,4452267.39458316
"329","Urban",21,"Yazd","9",43,13904705.8823529,10523767.6744186,12038686.3183291
"330","Urban",2105,"Sh_Yazd","7",31,9692352.94117647,8341842.10526316,8990838.20590524
"331","Urban",2105,"Sh_Yazd","6",19,8240416.66666667,7216296.2962963,7705874.81555312
"332","Urban",2105,"Sh_Yazd","9",22,15598529.4117647,11935925.9259259,13427740.1582762
"333","Urban",2105,"Sh_Yazd","5",19,7126129.03225807,6301935.48387097,6697982.83927623
"334","Urban",2105,"Sh_Yazd","3",18,5433448.27586207,4684705.88235294,5017984.97472901
"335","Urban",2105,"Sh_Yazd","10",17,62149500,16070722.2222222,23697213.774791
"336","Urban",2105,"Sh_Yazd","8",21,11773793.1034483,9792352.94117647,10698893.4749049
"337","Urban",2105,"Sh_Yazd","2",11,4527235.29411765,3763918.91891892,4121400.57331969
"338","Urban",2105,"Sh_Yazd","4",13,6236296.2962963,5455185.18518518,5835810.40861787
"339","Urban",2105,"Sh_Yazd","1",12,3593536.58536585,1754000,2836620.68670848
"340","Urban",22,"Hormozgan","3",71,6384638.88888889,5457279.41176471,5957698.19131361
"341","Urban",22,"Hormozgan","2",82,5436000,4379274.07407407,4881682.53622037
"342","Urban",2202,"Sh_Bandarabas","5",19,9381770.83333333,8229911.76470588,8881606.23884342
"343","Urban",2202,"Sh_Bandarabas","3",29,6959482.75862069,6061481.48148148,6551728.9174049
"344","Urban",2202,"Sh_Bandarabas","6",15,10819000,9397800,10106271.8187539
"345","Urban",2202,"Sh_Bandarabas","4",24,8120000,7134444.44444444,7624255.41064306
"346","Urban",2202,"Sh_Bandarabas","1",56,4738888.88888889,1522619.04761905,3615075.9055561
"347","Urban",2202,"Sh_Bandarabas","8",23,15420363.6363636,12756613.6363636,13893316.1718736
"348","Urban",2202,"Sh_Bandarabas","2",39,6046296.2962963,4909277.77777778,5510224.31324538
"349","Urban",2202,"Sh_Bandarabas","9",13,19196000,15549588.2352941,17152741.6571446
"350","Urban",2202,"Sh_Bandarabas","7",23,12707703.7037037,10986818.1818182,12031134.661628
"351","Urban",2202,"Sh_Bandarabas","10",10,514731000,20991870.9677419,77636519.9498144
"352","Urban",22,"Hormozgan","7",53,11408227.2727273,9789418.60465116,10540110.2735088
"353","Urban",22,"Hormozgan","9",39,18265185.1851852,14062740.7407407,16031764.5078353
"354","Urban",22,"Hormozgan","5",55,8442272.72727273,7382029.41176471,7939710.3793007
