"","Year","HeadEmploy","ProvinceCode"
"232",91,0.535906006426834,20
"233",91,0.656922033095541,21
"234",91,0.649741197943918,22
"235",91,0.646654092812154,23
"236",91,0.754393165897955,24
"237",91,0.61036045116711,25
"238",91,0.693539101980432,26
"239",91,0.691797864096981,27
"240",91,0.710182392706195,28
"241",91,0.634893395509629,29
"242",91,0.658760268889265,30
"243",92,0.616849826376469,0
"244",92,0.656197660394673,1
"245",92,0.753576113579587,2
"246",92,0.704441415093126,3
"247",92,0.760927137731752,4
"248",92,0.688593649926539,5
"249",92,0.693848516649828,6
"250",92,0.67763515907741,7
"251",92,0.674709469040392,8
"252",92,0.733610081179853,9
"253",92,0.613624064344432,10
"254",92,0.621817912201634,11
"255",92,0.710589885500166,12
"256",92,0.656590931656388,13
"257",92,0.745468201697,14
"258",92,0.687788490799362,15
"259",92,0.659667483036402,16
"260",92,0.738340757767323,17
"261",92,0.740941617076552,18
"262",92,0.720415046556561,19
"263",92,0.649386560013234,20
"264",92,0.720256108543587,21
"265",92,0.703321151437103,22
"266",92,0.651160378324517,23
"267",92,0.728693698752567,24
"268",92,0.594128208063592,25
"269",92,0.675767569574228,26
"270",92,0.708276848873041,27
"271",92,0.714113789511783,28
"272",92,0.676856921257956,29
"273",92,0.72297305906029,30
"274",93,0.643229626354966,0
"275",93,0.664665538897805,1
"276",93,0.738392660395053,2
"277",93,0.699082245001426,3
"278",93,0.743544546760078,4
"279",93,0.627967828906973,5
"280",93,0.66471107886499,6
"281",93,0.606196874182975,7
"282",93,0.632256746780076,8
"283",93,0.700409131657603,9
"284",93,0.592022194202179,10
"285",93,0.59551551399378,11
"286",93,0.700075309233793,12
"287",93,0.666040624924397,13
"288",93,0.664998566610185,14
"289",93,0.659105244957734,15
"290",93,0.628927758189128,16
"291",93,0.730709380032174,17
"292",93,0.716073425350692,18
"293",93,0.703882670786422,19
"294",93,0.631849098942037,20
"295",93,0.714976949623847,21
"296",93,0.683597082234758,22
"297",93,0.646593777345937,23
"298",93,0.739900404577547,24
"299",93,0.631164348070615,25
"300",93,0.628686602389376,26
"301",93,0.649161456397034,27
"302",93,0.731147902110652,28
"303",93,0.649060830542435,29
"304",93,0.668796968045513,30
"305",94,0.624636926014879,0
"306",94,0.61904882546146,1
"307",94,0.735569120729423,2
"308",94,0.683930116423447,3
"309",94,0.73551224315123,4
"310",94,0.642689354745322,5
"311",94,0.667194289594932,6
"312",94,0.598671982545465,7
"313",94,0.645419688227869,8
"314",94,0.679564976916093,9
"315",94,0.559083045409539,10
"316",94,0.603753076114719,11
"317",94,0.718540532408533,12
"318",94,0.633570209412092,13
"319",94,0.667933369182043,14
"320",94,0.707599933778288,15
"321",94,0.640102888952955,16
"322",94,0.708665974982001,17
"323",94,0.638700185935744,18
"324",94,0.656286275460619,19
"325",94,0.628825056409565,20
"326",94,0.658136907326394,21
"327",94,0.69643241075864,22
"328",94,0.650740750440818,23
"329",94,0.716609918466033,24
"330",94,0.625390603839836,25
"331",94,0.645179453256304,26
"332",94,0.664400783724143,27
"333",94,0.71359899077409,28
"334",94,0.612227605848064,29
"335",94,0.659458463516982,30
"336",95,0.629800451297137,0
"337",95,0.616343547833974,1
"338",95,0.735618912226349,2
"339",95,0.661272424211118,3
"340",95,0.68358624368366,4
"341",95,0.660544704838836,5
"342",95,0.665737536874121,6
"343",95,0.598127927677506,7
"344",95,0.615157748488507,8
"345",95,0.664630778319898,9
"346",95,0.577424084958268,10
"347",95,0.572585626910819,11
"348",95,0.747287423295774,12
"349",95,0.620484504590789,13
"350",95,0.617137393839842,14
"351",95,0.691124025449445,15
"352",95,0.655956858137206,16
"353",95,0.716521685828527,17
"354",95,0.635261159597212,18
"355",95,0.651573568373996,19
"356",95,0.607800811245976,20
"357",95,0.66733168669639,21
"358",95,0.691106557505852,22
"359",95,0.658762982988004,23
"360",95,0.715600648274807,24
"361",95,0.619619552914336,25
"362",95,0.604754918431035,26
"363",95,0.633603644448003,27
"364",95,0.725704517291618,28
"365",95,0.553870766480903,29
"366",95,0.559976340692079,30
"367",96,0.594304894215489,0
"368",96,0.60349126165267,1
"369",96,0.722974374662818,2
"370",96,0.670530610614757,3
"371",96,0.68528260194424,4
"372",96,0.621485979829223,5
"373",96,0.649795394886655,6
"374",96,0.629939096382344,7
"375",96,0.617915624734168,8
"376",96,0.671779612588315,9
"377",96,0.5932091210026,10
"378",96,0.540737087209903,11
"379",96,0.753336361043834,12
"380",96,0.651928298773038,13
"381",96,0.628126051924505,14
"382",96,0.666107753310475,15
"383",96,0.648404295234538,16
"384",96,0.715170286823771,17
"385",96,0.641324575062048,18
"386",96,0.648252835652491,19
"387",96,0.533444875870552,20
"388",96,0.670950843359289,21
"389",96,0.683552054298392,22
"390",96,0.663184785043103,23
"391",96,0.730495594745827,24
"392",96,0.620375286207827,25
"393",96,0.605724273903426,26
"394",96,0.67083944110501,27
"395",96,0.705278522165117,28
"396",96,0.582015710893785,29
"397",96,0.575697591464285,30
"398",97,0.61098441090086,0
"399",97,0.613240918331017,1
"400",97,0.739019975115327,2
"401",97,0.658165371217337,3
"402",97,0.71002894267653,4
"403",97,0.654482719269097,5
"404",97,0.690395152937567,6
"405",97,0.641115249016651,7
"406",97,0.570818059572273,8
"407",97,0.686482173369844,9
"408",97,0.589294085857464,10
"409",97,0.494548278116827,11
"410",97,0.768686267879622,12
"411",97,0.624379756114907,13
"412",97,0.63250836646549,14
"413",97,0.660966544167376,15
"414",97,0.691568207522198,16
"415",97,0.764286083406542,17
"416",97,0.622842038682273,18
"417",97,0.642530554162902,19
"418",97,0.542615596963423,20
"419",97,0.675518618589942,21
"420",97,0.725411900343386,22
"421",97,0.646651259831181,23
"422",97,0.707203931052384,24
"423",97,0.672018928226346,25
"424",97,0.656115512134635,26
"425",97,0.688389764959201,27
"426",97,0.736983896585529,28
"427",97,0.649028374892519,29
"428",97,0.645848384780725,30
