"","Year","Sex","ProvinceCode"
"181",90,0.143333757597845,0
"182",90,0.128136140529687,1
"183",90,0.121979501580351,2
"184",90,0.106844059256073,3
"185",90,0.123420732255898,4
"186",90,0.141397503065771,5
"187",90,0.105331727010737,6
"188",90,0.150216408225684,7
"189",90,0.137082815810907,8
"190",90,0.147962095385122,9
"191",90,0.148488072161926,10
"192",90,0.134871582960991,11
"193",90,0.121828180604843,12
"194",90,0.133461313511254,13
"195",90,0.124949530902599,14
"196",90,0.0881159769307221,15
"197",90,0.0903536317300419,16
"198",90,0.068355948233614,17
"199",90,0.0890425998492258,18
"200",90,0.113040577156793,19
"201",90,0.140730761967681,20
"202",90,0.137610314095144,21
"203",90,0.1275222970077,22
"204",90,0.14249383968284,23
"205",90,0.119242216040036,24
"206",90,0.0887405478215173,25
"207",90,0.10709790548249,26
"208",90,0.121961595385301,27
"209",90,0.137347200329344,28
"210",90,0.164928694226507,29
"211",90,0.0940416372962299,30
"212",91,0.138846767105761,0
"213",91,0.140680162858187,1
"214",91,0.134265410173492,2
"215",91,0.105896990959832,3
"216",91,0.127099806555393,4
"217",91,0.152689882138542,5
"218",91,0.113328781037158,6
"219",91,0.143535458155474,7
"220",91,0.146537382939337,8
"221",91,0.159294992380466,9
"222",91,0.167081016490422,10
"223",91,0.15836998767569,11
"224",91,0.123668233269225,12
"225",91,0.130115561374746,13
"226",91,0.148908973860656,14
"227",91,0.126822637312097,15
"228",91,0.108629724746989,16
"229",91,0.0623924706577723,17
"230",91,0.110518779657779,18
"231",91,0.121309856748537,19
"232",91,0.164134109829896,20
"233",91,0.140575931989189,21
"234",91,0.138744474182325,22
"235",91,0.124356597175519,23
"236",91,0.111392207634739,24
"237",91,0.112770634956386,25
"238",91,0.105233704091773,26
"239",91,0.130347516651959,27
"240",91,0.146198104268259,28
"241",91,0.17086164584342,29
"242",91,0.113862243920117,30
"243",92,0.146357762874438,0
"244",92,0.139404316319455,1
"245",92,0.0925515332473576,2
"246",92,0.0993063856220577,3
"247",92,0.0938456593656338,4
"248",92,0.129694980981562,5
"249",92,0.0960845277556488,6
"250",92,0.112324607152208,7
"251",92,0.14151644666967,8
"252",92,0.130567507367374,9
"253",92,0.163567990054364,10
"254",92,0.14367096695093,11
"255",92,0.0975628002297761,12
"256",92,0.119005660352796,13
"257",92,0.0980556950650356,14
"258",92,0.121054223598076,15
"259",92,0.0979192736408079,16
"260",92,0.0742188100304752,17
"261",92,0.0817187759751808,18
"262",92,0.112499331499903,19
"263",92,0.118878765201429,20
"264",92,0.118206901692114,21
"265",92,0.0954531380724341,22
"266",92,0.109582602843495,23
"267",92,0.135532041020136,24
"268",92,0.114532329138443,25
"269",92,0.111828349977899,26
"270",92,0.13367153920947,27
"271",92,0.152417792301116,28
"272",92,0.133878347835278,29
"273",92,0.0962333616088925,30
"274",93,0.1190002332693,0
"275",93,0.141311044038673,1
"276",93,0.107096947786416,2
"277",93,0.119343983209488,3
"278",93,0.0953675040207525,4
"279",93,0.170933502229778,5
"280",93,0.105435210002258,6
"281",93,0.139807536299471,7
"282",93,0.160960718457551,8
"283",93,0.156235788484235,9
"284",93,0.155619247957669,10
"285",93,0.150180690279779,11
"286",93,0.102920244151418,12
"287",93,0.115878374064842,13
"288",93,0.117416933215673,14
"289",93,0.120854194577871,15
"290",93,0.115051589886198,16
"291",93,0.0852452400472586,17
"292",93,0.0816357759780875,18
"293",93,0.154731334850599,19
"294",93,0.115021985462382,20
"295",93,0.100826942404182,21
"296",93,0.100263940252862,22
"297",93,0.120910916693678,23
"298",93,0.127259712782736,24
"299",93,0.0924132020106889,25
"300",93,0.142461984854789,26
"301",93,0.168236952631298,27
"302",93,0.158955333864375,28
"303",93,0.161412037360834,29
"304",93,0.0848971444015219,30
"305",94,0.123556378584242,0
"306",94,0.153543404027876,1
"307",94,0.108850915243247,2
"308",94,0.141275952339536,3
"309",94,0.10075435269286,4
"310",94,0.169738023533868,5
"311",94,0.116963252149289,6
"312",94,0.141353216055539,7
"313",94,0.164733742182965,8
"314",94,0.151800303198143,9
"315",94,0.154467407920486,10
"316",94,0.136997075192598,11
"317",94,0.103490202675973,12
"318",94,0.108492722765061,13
"319",94,0.133155586349702,14
"320",94,0.0912859508123612,15
"321",94,0.118589026630995,16
"322",94,0.0918803000179693,17
"323",94,0.111416127055987,18
"324",94,0.159894441008152,19
"325",94,0.154727022324645,20
"326",94,0.113708130085551,21
"327",94,0.106688555615386,22
"328",94,0.114169359485328,23
"329",94,0.116032424516991,24
"330",94,0.107936438861699,25
"331",94,0.132789713668498,26
"332",94,0.167226207579363,27
"333",94,0.150807572802086,28
"334",94,0.167423752713574,29
"335",94,0.103516907926333,30
"336",95,0.137580270880848,0
"337",95,0.176178167452456,1
"338",95,0.110036882020692,2
"339",95,0.130102581218334,3
"340",95,0.0980404598642985,4
"341",95,0.162786678929854,5
"342",95,0.104444145762391,6
"343",95,0.14034310315999,7
"344",95,0.155876722338725,8
"345",95,0.150625028039387,9
"346",95,0.180171515971777,10
"347",95,0.147401820433964,11
"348",95,0.105721007423246,12
"349",95,0.107608577946583,13
"350",95,0.130521018821904,14
"351",95,0.115107199752841,15
"352",95,0.107908180359107,16
"353",95,0.108568507680419,17
"354",95,0.101788301555841,18
"355",95,0.165177742844919,19
"356",95,0.157935332271101,20
"357",95,0.120734891499672,21
"358",95,0.109240802349526,22
"359",95,0.111418444099677,23
"360",95,0.129093904635807,24
"361",95,0.105408042492829,25
"362",95,0.134322077746686,26
"363",95,0.175694379712094,27
"364",95,0.123634412799153,28
"365",95,0.207850533783302,29
"366",95,0.118837079277644,30
"367",96,0.13572700202215,0
"368",96,0.191367359597516,1
"369",96,0.103444888545089,2
"370",96,0.138825827817406,3
"371",96,0.098646407758672,4
"372",96,0.169909843788708,5
"373",96,0.102977938417723,6
"374",96,0.131676307096205,7
"375",96,0.16687805214571,8
"376",96,0.14979489490117,9
"377",96,0.159484638082129,10
"378",96,0.154970711770366,11
"379",96,0.0999672286247123,12
"380",96,0.124161546877494,13
"381",96,0.122427170695596,14
"382",96,0.111660425533331,15
"383",96,0.125868829159382,16
"384",96,0.109996437454274,17
"385",96,0.102679905348784,18
"386",96,0.164591592060845,19
"387",96,0.16376621122877,20
"388",96,0.12009970783843,21
"389",96,0.111548400237345,22
"390",96,0.104094594351269,23
"391",96,0.122223674159667,24
"392",96,0.116586980409111,25
"393",96,0.146126797348658,26
"394",96,0.149141491509853,27
"395",96,0.127668584000869,28
"396",96,0.190067085002148,29
"397",96,0.111526491139083,30
"398",97,0.0969128724098096,0
"399",97,0.165711890296425,1
"400",97,0.107756022405189,2
"401",97,0.13643533435427,3
"402",97,0.108708361919012,4
"403",97,0.14597073838749,5
"404",97,0.0997863736309558,6
"405",97,0.121787682516514,7
"406",97,0.131665448859252,8
"407",97,0.13643901009585,9
"408",97,0.15592650967917,10
"409",97,0.18419245858762,11
"410",97,0.0934303209063762,12
"411",97,0.159874756780513,13
"412",97,0.13986656560167,14
"413",97,0.119894989721871,15
"414",97,0.119312029261015,16
"415",97,0.109245000258385,17
"416",97,0.112695630980636,18
"417",97,0.142607108439884,19
"418",97,0.153147174886305,20
"419",97,0.0886805489240033,21
"420",97,0.115332096148064,22
"421",97,0.123048001346132,23
"422",97,0.121174895337272,24
"423",97,0.145648242202017,25
"424",97,0.127606809248527,26
"425",97,0.126211613370776,27
"426",97,0.126072484363957,28
"427",97,0.140313843508169,29
"428",97,0.116617584435109,30
