"","FoodType","ProvinceCode","N","Average_New","KCalories","Protein","Average_Protein"
"462","Goosht",27,29,0.946673974723407,2.5,0.225,0.213001644312767
"463","Hoboobat",27,323,7.83777874145371,3,0.1,0.783777874145371
"464","Khoshkbar",27,318,3.49621023583151,6,0.2,0.699242047166302
"465","Mahi",27,34,1.62635674427571,1,0.22,0.357798483740657
"466","Makarooni",27,350,15.4831240109261,3.6,0.0642857142857143,0.995343686416679
"467","Mast",27,331,24.491901888672,1.5,0.04,0.97967607554688
"468","Mive",27,416,141.355034422569,0.5,0,0
"469","Morgh",27,391,42.6141656870779,2,0.22,9.37511645115713
"470","Nan",27,441,462.647811143077,2.5,0.10125,46.8430908782366
"471","Panir",27,406,8.62107817712799,2.5,0.333333333333333,2.87369272570933
"472","Roghan",27,352,29.7658272689537,8,0,0
"473","Sabzi",27,442,134.838890273118,0.5,0.04,5.39355561092473
"474","Shir",27,272,48.5788283391704,2.5,0.0321428571428571,1.56146233947334
"475","Sibzamini",27,439,68.7503347569627,0.9,0.03,2.06251004270888
"476","Tokhmemorgh",27,395,13.7428296564632,1.4,0.0882352941176471,1.21260261674675
"477","Berenj",28,113,54.269776553071,2.4,0.09,4.88427988977639
"478","Ghand",28,159,30.8588037505039,4,0.03,0.925764112515116
"479","Goosht",28,17,1.10014863216113,2.5,0.225,0.247533442236254
"480","Hoboobat",28,123,13.5600903460331,3,0.1,1.35600903460331
"481","Khoshkbar",28,50,1.96456238381766,6,0.2,0.392912476763532
"482","Mahi",28,6,0.114176558178671,1,0.22,0.0251188427993077
"483","Makarooni",28,136,22.9750702572145,3.6,0.0642857142857143,1.47696880224951
"484","Mast",28,104,20.8303996502202,1.5,0.04,0.833215986008809
"485","Mive",28,136,80.5288686382106,0.5,0,0
"486","Morgh",28,154,29.7956624938765,2,0.22,6.55504574865283
"487","Nan",28,169,428.587919941588,2.5,0.10125,43.3945268940858
"488","Panir",28,109,6.88932671233667,2.5,0.333333333333333,2.29644223744556
"489","Roghan",28,167,40.2780886797355,8,0,0
"490","Sabzi",28,147,62.4834001139323,0.5,0.04,2.49933600455729
"491","Shir",28,119,42.2371448226493,2.5,0.0321428571428571,1.35762251215659
"492","Sibzamini",28,168,51.3419819837507,0.9,0.03,1.54025945951252
"493","Tokhmemorgh",28,156,13.4829882774136,1.4,0.0882352941176471,1.18967543624238
"494","Berenj",29,129,44.8669037914956,2.4,0.09,4.03802134123461
"495","Ghand",29,235,35.5803217885442,4,0.03,1.06740965365632
"496","Goosht",29,11,1.15092084171155,2.5,0.225,0.258957189385099
"497","Hoboobat",29,214,14.8799157330662,3,0.1,1.48799157330662
"498","Khoshkbar",29,120,6.07031773668777,6,0.2,1.21406354733755
"499","Mahi",29,38,0.766011225162299,1,0.22,0.168522469535706
"500","Makarooni",29,215,139.629440884797,3.6,0.0642857142857143,8.97617834259409
"501","Mast",29,70,8.74036942469834,1.5,0.04,0.349614776987933
"502","Mive",29,261,171.219700056878,0.5,0,0
"503","Morgh",29,197,34.3206591581712,2,0.22,7.55054501479766
"504","Nan",29,203,238.296541955213,2.5,0.10125,24.1275248729653
"505","Panir",29,227,9.70523970088932,2.5,0.333333333333333,3.23507990029644
"506","Roghan",29,187,26.9117944568138,8,0,0
"507","Sabzi",29,247,68.5567309408162,0.5,0.04,2.74226923763265
"508","Shir",29,231,65.0261928956159,2.5,0.0321428571428571,2.09012762878765
"509","Sibzamini",29,264,57.9156055551196,0.9,0.03,1.73746816665359
"510","Tokhmemorgh",29,265,23.6659066962021,1.4,0.0882352941176471,2.08816823790018
"511","Berenj",30,140,68.8943552873504,2.4,0.09,6.20049197586154
"512","Ghand",30,239,40.3771305257652,4,0.03,1.21131391577296
"513","Goosht",30,130,8.29909861003981,2.5,0.225,1.86729718725896
"514","Hoboobat",30,206,24.2385287777436,3,0.1,2.42385287777436
"515","Khoshkbar",30,97,4.43814207358755,6,0.2,0.88762841471751
"516","Mahi",30,137,6.80739842898706,1,0.22,1.49762765437715
"517","Makarooni",30,217,22.0271149719472,3.6,0.0642857142857143,1.41602881962518
"518","Mast",30,216,47.0191135201415,1.5,0.04,1.88076454080566
"519","Mive",30,239,185.323315844715,0.5,0,0
"520","Morgh",30,223,55.8948660844441,2,0.22,12.2968705385777
"521","Nan",30,243,277.801946598335,2.5,0.10125,28.1274470930814
"522","Panir",30,232,13.775963274344,2.5,0.333333333333333,4.59198775811468
"523","Roghan",30,220,29.9657984119034,8,0,0
"524","Sabzi",30,240,159.098675069879,0.5,0.04,6.36394700279516
"525","Shir",30,221,71.2332147515184,2.5,0.0321428571428571,2.28963904558452
"526","Sibzamini",30,237,82.1605224257018,0.9,0.03,2.46481567277105
"527","Tokhmemorgh",30,239,25.0851837414912,1.4,0.0882352941176471,2.2133985654257
