"","Year","Educ","ProvinceCode"
"209",90,0.137487925337737,28
"210",90,0.124854016515574,29
"211",90,0.162433844193636,30
"212",91,0.169347399305089,0
"213",91,0.154036092134688,1
"214",91,0.169723118240305,2
"215",91,0.142942640983509,3
"216",91,0.126608716539076,4
"217",91,0.16267281231569,5
"218",91,0.14522994398943,6
"219",91,0.172561267718068,7
"220",91,0.146993860409649,8
"221",91,0.146091927092814,9
"222",91,0.179179838027822,10
"223",91,0.0790200202868325,11
"224",91,0.100234161600602,12
"225",91,0.135136054220389,13
"226",91,0.186878487766658,14
"227",91,0.176265296460409,15
"228",91,0.21343018688178,16
"229",91,0.166377160659638,17
"230",91,0.157679595953458,18
"231",91,0.172268394595041,19
"232",91,0.172005643913545,20
"233",91,0.191855474800398,21
"234",91,0.129305710869773,22
"235",91,0.258340577101279,23
"236",91,0.133310830115971,24
"237",91,0.162976688136236,25
"238",91,0.170291231442997,26
"239",91,0.134042955017789,27
"240",91,0.142576009866032,28
"241",91,0.122564635717093,29
"242",91,0.17460474066401,30
"243",92,0.171893727884939,0
"244",92,0.173256971947625,1
"245",92,0.207289675633911,2
"246",92,0.163423348115522,3
"247",92,0.136979688078639,4
"248",92,0.163039382074123,5
"249",92,0.170404993966915,6
"250",92,0.16273065034478,7
"251",92,0.174179707390595,8
"252",92,0.151335541298239,9
"253",92,0.218394148995119,10
"254",92,0.109348449876936,11
"255",92,0.114084063929346,12
"256",92,0.135382516042935,13
"257",92,0.231385405716316,14
"258",92,0.138120277494003,15
"259",92,0.239380719795439,16
"260",92,0.209145616710566,17
"261",92,0.203544054938631,18
"262",92,0.156655666808275,19
"263",92,0.202732008261715,20
"264",92,0.200251478743219,21
"265",92,0.146678710444101,22
"266",92,0.264404755418016,23
"267",92,0.121593965732627,24
"268",92,0.193252022004004,25
"269",92,0.14600012041069,26
"270",92,0.132440359902715,27
"271",92,0.160506198544426,28
"272",92,0.142938416725655,29
"273",92,0.160628958415944,30
"274",93,0.150004069160022,0
"275",93,0.180471825044035,1
"276",93,0.197520874107887,2
"277",93,0.162932575343828,3
"278",93,0.120557538084701,4
"279",93,0.138358679537668,5
"280",93,0.17699907284463,6
"281",93,0.168846550176531,7
"282",93,0.157140852684844,8
"283",93,0.140052311848481,9
"284",93,0.233923647810089,10
"285",93,0.12521358936266,11
"286",93,0.120018941572902,12
"287",93,0.121752981816242,13
"288",93,0.215187937492474,14
"289",93,0.140956300951801,15
"290",93,0.250702470345248,16
"291",93,0.225311776821294,17
"292",93,0.186994370993827,18
"293",93,0.139835349426116,19
"294",93,0.213021995730525,20
"295",93,0.220318876147793,21
"296",93,0.156322877997163,22
"297",93,0.256875085280266,23
"298",93,0.14140963533174,24
"299",93,0.216163587612542,25
"300",93,0.126233152912535,26
"301",93,0.129685480392758,27
"302",93,0.157353799577821,28
"303",93,0.139038111188185,29
"304",93,0.192083704267375,30
"305",94,0.162872404533382,0
"306",94,0.183123202637652,1
"307",94,0.215122014912895,2
"308",94,0.156774654553386,3
"309",94,0.128244407584415,4
"310",94,0.135558489271835,5
"311",94,0.175500583108873,6
"312",94,0.177069894732768,7
"313",94,0.146728788803294,8
"314",94,0.153530454080391,9
"315",94,0.217869813423925,10
"316",94,0.123194852466508,11
"317",94,0.123378724384584,12
"318",94,0.129903101157174,13
"319",94,0.217288683269107,14
"320",94,0.160056710318606,15
"321",94,0.265044155855406,16
"322",94,0.227497226126912,17
"323",94,0.172470094002596,18
"324",94,0.143167363607517,19
"325",94,0.209655871189111,20
"326",94,0.197745042989639,21
"327",94,0.167873680584417,22
"328",94,0.27727287417128,23
"329",94,0.133558730846183,24
"330",94,0.194515374186789,25
"331",94,0.134564308128007,26
"332",94,0.125448933835462,27
"333",94,0.155644767432789,28
"334",94,0.149372989279249,29
"335",94,0.209048277606921,30
"336",95,0.169848204081996,0
"337",95,0.199381017555065,1
"338",95,0.22328705467674,2
"339",95,0.162470566277509,3
"340",95,0.122796043540137,4
"341",95,0.148868292669291,5
"342",95,0.181995421662574,6
"343",95,0.196044018834429,7
"344",95,0.177948479304193,8
"345",95,0.148148892764112,9
"346",95,0.236254920655067,10
"347",95,0.0996060267924315,11
"348",95,0.135098093135184,12
"349",95,0.152375985903686,13
"350",95,0.226169817708413,14
"351",95,0.157531213399505,15
"352",95,0.25225394100472,16
"353",95,0.194595233974379,17
"354",95,0.183888279404886,18
"355",95,0.130723187273724,19
"356",95,0.185648062523155,20
"357",95,0.216784825135138,21
"358",95,0.172813440541382,22
"359",95,0.268381934848642,23
"360",95,0.125885899100269,24
"361",95,0.198809067614615,25
"362",95,0.143547674936542,26
"363",95,0.142754505799722,27
"364",95,0.154542487573543,28
"365",95,0.136438576486548,29
"366",95,0.271250832150155,30
"367",96,0.136439137567496,0
"368",96,0.182243446013843,1
"369",96,0.229500673741976,2
"370",96,0.159359966805315,3
"371",96,0.115552336652046,4
"372",96,0.172982481999718,5
"373",96,0.210225455000791,6
"374",96,0.199484702580694,7
"375",96,0.189623133466793,8
"376",96,0.176462242201948,9
"377",96,0.210258231257187,10
"378",96,0.109340218213217,11
"379",96,0.109284342327509,12
"380",96,0.161457228188641,13
"381",96,0.238131779792562,14
"382",96,0.154755697676843,15
"383",96,0.264465744562309,16
"384",96,0.185297011223978,17
"385",96,0.190106100405686,18
"386",96,0.129998984360827,19
"387",96,0.197526738219218,20
"388",96,0.207923729647455,21
"389",96,0.203542398370383,22
"390",96,0.296594925036473,23
"391",96,0.139185823192509,24
"392",96,0.211642699911006,25
"393",96,0.115919071304242,26
"394",96,0.168957884316719,27
"395",96,0.160510177640111,28
"396",96,0.1461054000079,29
"397",96,0.236348413315087,30
"398",97,0.197497226421816,0
"399",97,0.178603124734227,1
"400",97,0.223814758719064,2
"401",97,0.166442780798563,3
"402",97,0.103748357937437,4
"403",97,0.178293281614594,5
"404",97,0.206111818694331,6
"405",97,0.20440704765494,7
"406",97,0.182473209380356,8
"407",97,0.16249984379621,9
"408",97,0.231794926644919,10
"409",97,0.119732947611501,11
"410",97,0.132122535777918,12
"411",97,0.170304173709759,13
"412",97,0.208052720916312,14
"413",97,0.191926889530557,15
"414",97,0.252873094237491,16
"415",97,0.207601518881307,17
"416",97,0.224876895535442,18
"417",97,0.182046564375932,19
"418",97,0.230624429356709,20
"419",97,0.243061363565964,21
"420",97,0.174792959675017,22
"421",97,0.29595190162787,23
"422",97,0.189480216374862,24
"423",97,0.199111273560594,25
"424",97,0.177077132147359,26
"425",97,0.172302335430701,27
"426",97,0.174239771248655,28
"427",97,0.174341507720254,29
"428",97,0.286555892224806,30
