,???,???,HLiterate,Knowledge,tenure,area,room,car,oven,frez_refrig,electricity,bathroom,ego,pipewater,???? ???????? ??? ?? ??? ?????,heatfuel,hotwater,G0451,G0452,G0453,G044,Energy_Share,Subsidy,Food_Share,Low_Calorie,Low_Protein,FoodKCaloriesHH_Per,No_Insurance,Area_Per,skeleton,House_High_Share,Tech_low,Equip_low
23,92,8,0.157294211,0.082353038,0.728599285,34.56761707,1.295473911,0.492553784,0.014921685,0.989614689,0.000389827,0.022956767,0.726126874,0.016673923,0.184158162,0.185278647,0.18672454,0.011840985,0.013746857,0.003873449,0.007624413,0.037085704,0.112989681,0.306755916,0.304527842,0.139785255,2854.195891,0.16516326,0.081660072,0.064668654,0.076334607,0.201515061,0.018264083
34,93,8,0.154465918,0.055267201,0.752112252,34.64719245,1.311234553,0.48060621,0.011144056,0.994798882,7.72E-05,0.018877255,0.694542122,0.011257758,0.159775235,0.160895571,0.161414363,0.013539159,0.017369474,0.003364968,0.00835799,0.042631591,0.088263741,0.289607802,0.33183261,0.134729532,2794.83915,0.159250409,0.066929895,0.067502477,0.06635778,0.203651044,0.013892535
48,94,8,0.143475896,0.052719861,0.744424329,34.51497256,1.291677589,0.455669325,0.012742514,0.992625384,0,0.014686497,0.681202799,0.013949062,0.138851162,0.140738858,0.143156922,0.014740615,0.017937295,0.003539448,0.009107516,0.045324874,0.081254014,0.27980623,0.31973756,0.13678987,2739.197042,0.095332415,0.060715784,0.058874545,0.078662876,0.189680391,0.011744601
58,95,8,0.163596646,0.055301373,0.753650522,36.79982395,1.342169941,0.448068796,0.017431228,0.993169968,0.000115469,0.016086953,0.668431463,0.012372561,0.124377899,0.125899622,0.126467221,0.014729348,0.018594113,0.002833898,0.010118759,0.046276118,0.07244421,0.27340841,0.320505649,0.1361729,2713.490482,0.099084663,0.059089534,0.049290299,0.066777789,0.186414985,0.011796162
66,96,8,0.149827744,0.059923742,0.743582259,36.74527276,1.360958271,0.403910869,0.009529167,0.994598407,0.000241312,0.012310355,0.652657448,0.009992309,0.106980668,0.108268042,0.10876857,0.016072905,0.015770039,0.001759836,0.010962659,0.044565439,0.062071897,0.258330816,0.322021136,0.136652711,2743.393244,0.100020754,0.042578785,0.042603766,0.081021465,0.158820468,0.007316956
75,97,8,0.13609188,0.048756388,0.73433721,38.10190394,1.421773535,0.391145509,0.008559638,0.993703969,0,0.011094219,0.657476003,0.012130957,0.097375144,0.099914216,0.100400772,0.013755482,0.013192854,0.00101699,0.009522008,0.037487335,0.050293355,0.269692876,0.41166057,0.192378516,2601.075898,0.109997897,0.043859255,0.040316755,0.084319731,0.154497908,0.01093403
86,98,8,0.137313401,0.031444609,0.76365986,38.19772976,1.434603662,0.370462083,0.009273494,0.997160244,5.90E-05,0.0063466,0.616972226,0.009719281,0.07871768,0.085505345,0.082750005,0.011653918,0.011865397,0.000786082,0.008862853,0.033168251,0.041735956,0.282499796,0.412168188,0.202567906,2542.236583,0.108672963,0.046946584,0.026496843,0.073781224,0.152581755,0.008334848
7,90,9,0.164055109,0.074008789,0.770095429,37.7966666,1.295808088,0.45353515,0.015544373,0.989724906,0.000918474,0.034078035,0.72914863,0.01267596,0.18734369,0.190862173,0.187882986,0.014424046,0.023078937,0.006783872,0.009546813,0.053833668,0.100095745,0.272355592,0.19260339,0.074079843,3433.367576,0.138724746,0.077014463,0.060644906,0.05241502,0.15242699,0.0193623
11,91,9,0.17833165,0.060496874,0.796699366,38.55073369,1.341153688,0.449535024,0.012731136,0.993323489,0,0.024567489,0.707993222,0.009082956,0.160511466,0.162271759,0.163741086,0.011695532,0.013688371,0.004781829,0.008183737,0.03834947,0.108174208,0.300448229,0.179285907,0.057102688,3441.186979,0.129475635,0.067427354,0.058415773,0.055713923,0.146860124,0.014283782
28,92,9,0.138896832,0.057900817,0.764369115,38.15159666,1.409728038,0.429258441,0.015423746,0.991675569,0.000439195,0.026258338,0.736931482,0.01640968,0.178890569,0.181007995,0.181210394,0.010702425,0.012886969,0.003799146,0.007222968,0.034611509,0.093765564,0.302199029,0.217901792,0.071752134,3231.355075,0.136213562,0.056879796,0.078148542,0.048757827,0.186318043,0.012716012
40,93,9,0.136648159,0.047867473,0.751169426,39.01389364,1.4138816,0.399076296,0.00773611,0.995132515,7.45E-05,0.014512904,0.681200335,0.012418776,0.157664583,0.160828964,0.160687161,0.012236999,0.01570566,0.003628172,0.008141134,0.039711965,0.073820451,0.279933798,0.254140313,0.084698491,3041.886635,0.143585992,0.054585106,0.06723068,0.066365812,0.174229426,0.007267013
42,94,9,0.135740558,0.049741589,0.747894692,39.64495228,1.437311083,0.386233946,0.014685591,0.996025566,0,0.012163385,0.681075083,0.011302705,0.131028601,0.132605787,0.132553268,0.013649203,0.016772296,0.003192503,0.008059343,0.041673345,0.066566366,0.268783682,0.249422597,0.082905004,3028.453781,0.09433513,0.046813226,0.051391318,0.072882508,0.177391593,0.010794574
59,95,9,0.135373088,0.041571253,0.763086161,41.39013886,1.500979172,0.373282009,0.021064949,0.993184836,0,0.009642303,0.652657234,0.010268209,0.115728884,0.118093522,0.117818716,0.013258782,0.016400533,0.002278401,0.009550437,0.041488152,0.05826723,0.257821665,0.273182907,0.107371091,2963.549721,0.091145761,0.036989255,0.050983337,0.08276313,0.145712825,0.014021784
61,96,9,0.133299528,0.045528824,0.777786363,40.8117634,1.484718242,0.35960029,0.006472045,0.996683466,8.58E-05,0.008760548,0.659198222,0.012589424,0.112338707,0.114316461,0.114223326,0.014088362,0.014186175,0.00164471,0.009614594,0.039533842,0.052580593,0.264851342,0.246346247,0.086878423,3070.046709,0.091303231,0.039069943,0.04682654,0.065565278,0.12715619,0.008879067
73,97,9,0.111834514,0.058540062,0.7317149,42.17841975,1.529185002,0.330318402,0.011543349,0.998344031,0,0.007683339,0.643415441,0.008944368,0.083815167,0.087803737,0.087043416,0.012526259,0.011617492,0.000912649,0.0091648,0.0342212,0.040724037,0.258055786,0.330875733,0.141307197,2800.933671,0.102662228,0.034294935,0.040183061,0.08302778,0.135536235,0.008627775
83,98,9,0.116966554,0.047324692,0.776366598,41.12868545,1.50042328,0.312240447,0.008338154,0.998739414,0,0.010999725,0.62788177,0.009267817,0.081307019,0.086190336,0.082967043,0.010838449,0.010984774,0.000636478,0.008076474,0.030536175,0.034558758,0.268847566,0.359719779,0.16384212,2718.240067,0.085819369,0.034892115,0.036640147,0.076143192,0.139007482,0.00515525
4,90,10,0.150678238,0.06930279,0.801058309,48.87840173,1.567293206,0.375785815,0.011525496,0.993547487,0.000509126,0.022542836,0.701625948,0.012271473,0.178901324,0.180041593,0.178820865,0.012080906,0.023164102,0.006181687,0.008455457,0.049882152,0.068608204,0.248281537,0.114560658,0.041968361,4385.120309,0.133389922,0.037808071,0.052126412,0.033322492,0.127411942,0.015829417
12,91,10,0.159164775,0.064742603,0.817480779,50.02870428,1.625409969,0.382567373,0.017178992,0.992739047,0.000788414,0.018254763,0.705476578,0.008424515,0.162559839,0.164507612,0.163661587,0.009879478,0.012781141,0.004696599,0.006627753,0.033984971,0.074312725,0.286330475,0.115028507,0.035541504,4620.59335,0.141257519,0.040655881,0.056169848,0.026248365,0.136532008,0.012673339
24,92,10,0.120713913,0.0489771,0.760148462,47.75563488,1.651364646,0.343879063,0.020466254,0.994430009,0.000385389,0.023651093,0.676751,0.017331943,0.17790819,0.178363079,0.178544359,0.009000464,0.010428725,0.003566229,0.006446744,0.029442163,0.063465626,0.278125788,0.151219091,0.040427388,4106.142354,0.132708842,0.025357066,0.068150428,0.05491646,0.139850434,0.012794033
39,93,10,0.127496135,0.04639922,0.783062784,49.61205599,1.689006754,0.328734107,0.008061968,0.995245221,0.00040945,0.017347279,0.648311008,0.01378141,0.160281462,0.161138905,0.162269389,0.010158723,0.013111029,0.003800638,0.006675956,0.033746346,0.049601499,0.265640891,0.164938322,0.052254785,4009.389521,0.136873914,0.028645659,0.078805122,0.044586123,0.147079007,0.010813723
46,94,10,0.119011652,0.034384612,0.787052207,49.98121928,1.716539561,0.309749551,0.012089892,0.993094795,0.000253369,0.011974814,0.676830915,0.010476945,0.140320783,0.141466973,0.141540908,0.011477495,0.013776524,0.002991481,0.007444946,0.035690446,0.043439817,0.252527735,0.166860835,0.052598845,4003.061407,0.1041234,0.020841751,0.055537962,0.05007918,0.126546208,0.012480134
55,95,10,0.110799357,0.027836837,0.796600951,50.80677548,1.733857668,0.296564112,0.015450259,0.991790075,0.000122584,0.011945323,0.63745668,0.009721369,0.105931304,0.107507602,0.107838845,0.011174494,0.013680466,0.001882405,0.008274621,0.035011986,0.037216184,0.241947411,0.171337122,0.06069373,3778.003405,0.093704275,0.021690629,0.04569109,0.060691042,0.124072752,0.010854929
68,96,10,0.096994676,0.036995624,0.775101747,50.57910759,1.750459674,0.277110212,0.009413192,0.993964614,0.000348013,0.01001192,0.602857519,0.009576765,0.096629962,0.098502053,0.09789609,0.011252142,0.011312211,0.001233715,0.008758173,0.03255624,0.029742213,0.236613748,0.17950198,0.056280885,3977.174658,0.092621304,0.020107144,0.041970171,0.062650392,0.096262632,0.006715326
72,97,10,0.093372966,0.032339944,0.763588486,53.2608849,1.805704761,0.259016905,0.009203089,0.997526083,0.000459992,0.012056662,0.606245467,0.012754749,0.082913644,0.085181213,0.084618532,0.009968598,0.00922354,0.000881154,0.007524784,0.027598075,0.02415528,0.24811681,0.217220434,0.072842076,3670.687616,0.108874713,0.016063132,0.035365647,0.061658752,0.107580903,0.011651091
82,98,10,0.09978275,0.062975345,0.785333594,53.89070073,1.861412563,0.270267749,0.011681541,0.992181064,0,0.009540346,0.592107327,0.008694717,0.080919503,0.085262497,0.08242172,0.00878163,0.008266104,0.000519725,0.007491637,0.025059096,0.020553221,0.264411432,0.214752643,0.086361944,3627.008133,0.097025896,0.016427876,0.026351796,0.061757088,0.098915795,0.008586415
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,???,???,???,???,?????,????,???,????,????,???,???,,,,,,,,,,,,,,,,,,,,,,
,90,0.111924312,0.06353511,0.052097869,0.047533961,0.037609599,0.035511273,0.028324654,0.018943905,0.0193623,0.015829417,,,,,,,,,,,,,,,,,,,,,,
,91,0.091068939,0.047344584,0.037260571,0.041366239,0.030742022,0.028415982,0.023690501,0.01575323,0.014283782,0.012673339,,,,,,,,,,,,,,,,,,,,,,
,92,0.072129845,0.046646023,0.043115835,0.042004186,0.029231005,0.021762395,0.01663497,0.018264083,0.012716012,0.012794033,,,,,,,,,,,,,,,,,,,,,,
,93,0.072747915,0.042586388,0.026881288,0.026750093,0.022742772,0.015713942,0.012380001,0.013892535,0.007267013,0.010813723,,,,,,,,,,,,,,,,,,,,,,
,94,0.064956341,0.034471112,0.028519575,0.022136249,0.023103324,0.013852025,0.011533855,0.011744601,0.010794574,0.012480134,,,,,,,,,,,,,,,,,,,,,,
,95,0.071791069,0.04027774,0.033704092,0.027994505,0.018634359,0.022076097,0.015414612,0.011796162,0.014021784,0.010854929,,,,,,,,,,,,,,,,,,,,,,
,96,0.067790291,0.036236017,0.028198472,0.018617913,0.015511439,0.013985236,0.010566818,0.007316956,0.008879067,0.006715326,,,,,,,,,,,,,,,,,,,,,,
,97,0.067830298,0.032198553,0.022325955,0.018804511,0.014125141,0.013988043,0.013004511,0.01093403,0.008627775,0.011651091,,,,,,,,,,,,,,,,,,,,,,
,98,0.060607652,0.02678999,0.026435928,0.021299744,0.016077592,0.016325525,0.007794629,0.008334848,0.00515525,0.008586415,,,,,,,,,,,,,,,,,,,,,,
,,0.06353511,0.052097869,0.047533961,0.037609599,0.035511273,0.028324654,0.018943905,0.0193623,0.015829417,0.114560658,,,,,,,,,,,,,,,,,,,,,,
,,0.047344584,0.037260571,0.041366239,0.030742022,0.028415982,0.023690501,0.01575323,0.014283782,0.012673339,0.115028507,,,,,,,,,,,,,,,,,,,,,,
,,0.046646023,0.043115835,0.042004186,0.029231005,0.021762395,0.01663497,0.018264083,0.012716012,0.012794033,0.151219091,,,,,,,,,,,,,,,,,,,,,,
,,0.042586388,0.026881288,0.026750093,0.022742772,0.015713942,0.012380001,0.013892535,0.007267013,0.010813723,0.164938322,,,,,,,,,,,,,,,,,,,,,,
,,0.034471112,0.028519575,0.022136249,0.023103324,0.013852025,0.011533855,0.011744601,0.010794574,0.012480134,0.166860835,,,,,,,,,,,,,,,,,,,,,,
,,0.04027774,0.033704092,0.027994505,0.018634359,0.022076097,0.015414612,0.011796162,0.014021784,0.010854929,0.171337122,,,,,,,,,,,,,,,,,,,,,,
,,0.036236017,0.028198472,0.018617913,0.015511439,0.013985236,0.010566818,0.007316956,0.008879067,0.006715326,0.17950198,,,,,,,,,,,,,,,,,,,,,,
,,0.032198553,0.022325955,0.018804511,0.014125141,0.013988043,0.013004511,0.01093403,0.008627775,0.011651091,0.217220434,,,,,,,,,,,,,,,,,,,,,,
,,0.02678999,0.026435928,0.021299744,0.016077592,0.016325525,0.007794629,0.008334848,0.00515525,0.008586415,0.214752643,,,,,,,,,,,,,,,,,,,,,,
,,0.052097869,0.047533961,0.037609599,0.035511273,0.028324654,0.018943905,0.0193623,0.015829417,,,,,,,,,,,,,,,,,,,,,,,,
,,0.037260571,0.041366239,0.030742022,0.028415982,0.023690501,0.01575323,0.014283782,0.012673339,0.115028507,,,,,,,,,,,,,,,,,,,,,,,
,,0.043115835,0.042004186,0.029231005,0.021762395,0.01663497,0.018264083,0.012716012,0.012794033,0.151219091,,,,,,,,,,,,,,,,,,,,,,,
,,0.026881288,0.026750093,0.022742772,0.015713942,0.012380001,0.013892535,0.007267013,0.010813723,0.164938322,,,,,,,,,,,,,,,,,,,,,,,
,,0.028519575,0.022136249,0.023103324,0.013852025,0.011533855,0.011744601,0.010794574,0.012480134,0.166860835,,,,,,,,,,,,,,,,,,,,,,,
,,0.033704092,0.027994505,0.018634359,0.022076097,0.015414612,0.011796162,0.014021784,0.010854929,0.171337122,,,,,,,,,,,,,,,,,,,,,,,
,,0.028198472,0.018617913,0.015511439,0.013985236,0.010566818,0.007316956,0.008879067,0.006715326,0.17950198,,,,,,,,,,,,,,,,,,,,,,,
,,0.022325955,0.018804511,0.014125141,0.013988043,0.013004511,0.01093403,0.008627775,0.011651091,0.217220434,,,,,,,,,,,,,,,,,,,,,,,
,,0.026435928,0.021299744,0.016077592,0.016325525,0.007794629,0.008334848,0.00515525,0.008586415,0.214752643,,,,,,,,,,,,,,,,,,,,,,,
,,0.047533961,0.037609599,0.035511273,0.028324654,0.018943905,0.0193623,0.015829417,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.041366239,0.030742022,0.028415982,0.023690501,0.01575323,0.014283782,0.012673339,0.115028507,,,,,,,,,,,,,,,,,,,,,,,,
,,0.042004186,0.029231005,0.021762395,0.01663497,0.018264083,0.012716012,0.012794033,0.151219091,,,,,,,,,,,,,,,,,,,,,,,,
,,0.026750093,0.022742772,0.015713942,0.012380001,0.013892535,0.007267013,0.010813723,0.164938322,,,,,,,,,,,,,,,,,,,,,,,,
,,0.022136249,0.023103324,0.013852025,0.011533855,0.011744601,0.010794574,0.012480134,0.166860835,,,,,,,,,,,,,,,,,,,,,,,,
,,0.027994505,0.018634359,0.022076097,0.015414612,0.011796162,0.014021784,0.010854929,0.171337122,,,,,,,,,,,,,,,,,,,,,,,,
,,0.018617913,0.015511439,0.013985236,0.010566818,0.007316956,0.008879067,0.006715326,0.17950198,,,,,,,,,,,,,,,,,,,,,,,,
,,0.018804511,0.014125141,0.013988043,0.013004511,0.01093403,0.008627775,0.011651091,0.217220434,,,,,,,,,,,,,,,,,,,,,,,,
,,0.021299744,0.016077592,0.016325525,0.007794629,0.008334848,0.00515525,0.008586415,0.214752643,,,,,,,,,,,,,,,,,,,,,,,,
,,0.037609599,0.035511273,0.028324654,0.018943905,0.0193623,0.015829417,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.030742022,0.028415982,0.023690501,0.01575323,0.014283782,0.012673339,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.029231005,0.021762395,0.01663497,0.018264083,0.012716012,0.012794033,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.022742772,0.015713942,0.012380001,0.013892535,0.007267013,0.010813723,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.023103324,0.013852025,0.011533855,0.011744601,0.010794574,0.012480134,0.166860835,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.018634359,0.022076097,0.015414612,0.011796162,0.014021784,0.010854929,0.171337122,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.015511439,0.013985236,0.010566818,0.007316956,0.008879067,0.006715326,0.17950198,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.014125141,0.013988043,0.013004511,0.01093403,0.008627775,0.011651091,0.217220434,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.016077592,0.016325525,0.007794629,0.008334848,0.00515525,0.008586415,0.214752643,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.035511273,0.028324654,0.018943905,0.0193623,0.015829417,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.028415982,0.023690501,0.01575323,0.014283782,0.012673339,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.021762395,0.01663497,0.018264083,0.012716012,0.012794033,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.015713942,0.012380001,0.013892535,0.007267013,0.010813723,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.013852025,0.011533855,0.011744601,0.010794574,0.012480134,0.166860835,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.022076097,0.015414612,0.011796162,0.014021784,0.010854929,0.171337122,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.013985236,0.010566818,0.007316956,0.008879067,0.006715326,0.17950198,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.013988043,0.013004511,0.01093403,0.008627775,0.011651091,0.217220434,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.016325525,0.007794629,0.008334848,0.00515525,0.008586415,0.214752643,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.028324654,0.018943905,0.0193623,0.015829417,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.023690501,0.01575323,0.014283782,0.012673339,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.01663497,0.018264083,0.012716012,0.012794033,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.012380001,0.013892535,0.007267013,0.010813723,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.011533855,0.011744601,0.010794574,0.012480134,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.015414612,0.011796162,0.014021784,0.010854929,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.010566818,0.007316956,0.008879067,0.006715326,0.17950198,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.013004511,0.01093403,0.008627775,0.011651091,0.217220434,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.007794629,0.008334848,0.00515525,0.008586415,0.214752643,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.018943905,0.0193623,0.015829417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.01575323,0.014283782,0.012673339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.018264083,0.012716012,0.012794033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.013892535,0.007267013,0.010813723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.011744601,0.010794574,0.012480134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.011796162,0.014021784,0.010854929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.007316956,0.008879067,0.006715326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.01093403,0.008627775,0.011651091,0.217220434,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.008334848,0.00515525,0.008586415,0.214752643,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.0193623,0.015829417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.014283782,0.012673339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.012716012,0.012794033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.007267013,0.010813723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.010794574,0.012480134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.014021784,0.010854929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.008879067,0.006715326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.008627775,0.011651091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.00515525,0.008586415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.015829417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.012673339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.012794033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.010813723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.012480134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.010854929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.006715326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.011651091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.008586415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
