"","FoodType","ProvinceCode","N","Average_New","KCalories","Protein","Average_Protein"
"96","Nan",5,99,395.954007474603,2.5,0.10125,40.0903432568036
"97","Panir",5,74,5.31158348849603,2.5,0.333333333333333,1.77052782949868
"98","Roghan",5,107,31.4822317548599,8,0,0
"99","Sabzi",5,114,89.7457394376313,0.5,0.04,3.58982957750525
"100","Shir",5,48,18.8968893591139,2.5,0.0321428571428571,0.607400015114374
"101","Sibzamini",5,111,53.9014792140914,0.9,0.03,1.61704437642274
"102","Tokhmemorgh",5,110,12.6573249894361,1.4,0.0882352941176471,1.11682279318554
"103","Berenj",6,259,75.6820354460509,1.2,0.09,6.81138319014458
"104","Ghand",6,303,32.5198544160761,4,0.03,0.975595632482282
"105","Goosht",6,137,5.44822057293937,2.5,0.225,1.22584962891136
"106","Hoboobat",6,265,15.8985689240656,3,0.1,1.58985689240656
"107","Khoshkbar",6,91,2.06098564858201,6,0.2,0.412197129716402
"108","Mahi",6,180,22.1626261862271,1,0.22,4.87577776096996
"109","Makarooni",6,311,116.625046624129,3.6,0.0642857142857143,7.49732442583687
"110","Mast",6,256,41.7991318799153,1.5,0.04,1.67196527519661
"111","Mive",6,299,117.043922008817,0.5,0,0
"112","Morgh",6,307,48.4263557151939,2,0.22,10.6537982573427
"113","Nan",6,192,183.975814955519,2.5,0.10125,18.6275512642463
"114","Panir",6,298,9.0105546783139,2.5,0.333333333333333,3.00351822610463
"115","Roghan",6,321,40.564952826054,8,0,0
"116","Sabzi",6,326,158.440444489872,0.5,0.04,6.33761777959489
"117","Shir",6,201,36.704382292458,2.5,0.0321428571428571,1.17978371654329
"118","Sibzamini",6,325,53.0364200727466,0.9,0.03,1.5910926021824
"119","Tokhmemorgh",6,303,15.1953706637482,1.4,0.0882352941176471,1.34076799974249
"120","Berenj",7,296,78.93762404156,1.2,0.09,7.1043861637404
"121","Ghand",7,394,28.2445000673088,4,0.03,0.847335002019263
"122","Goosht",7,140,5.50055059833426,2.5,0.225,1.23762388462521
"123","Hoboobat",7,315,15.7168074450975,3,0.1,1.57168074450975
"124","Khoshkbar",7,195,6.44273532401963,6,0.2,1.28854706480393
"125","Mahi",7,113,5.21990942638602,1,0.22,1.14838007380492
"126","Makarooni",7,324,35.3615124038917,3.6,0.0642857142857143,2.27324008310732
"127","Mast",7,396,30.8144330045959,1.5,0.04,1.23257732018383
"128","Mive",7,448,167.212574044914,0.5,0,0
"129","Morgh",7,426,42.8964674793969,2,0.22,9.43722284546732
"130","Nan",7,446,323.616718674022,2.5,0.10125,32.7661927657448
"131","Panir",7,430,11.7995169017438,2.5,0.333333333333333,3.93317230058128
"132","Roghan",7,427,34.1774588120432,8,0,0
