"","FoodType","ProvinceCode","N","Average_New","KCalories","Protein","Average_Protein"
"382","Mast",22,442,37.1448246090034,1.5,0.04,1.48579298436013
"383","Mive",22,405,125.160828452385,0.5,0,0
"384","Morgh",22,442,51.0760617042709,2,0.22,11.2367335749396
"385","Nan",22,384,243.16534127067,2.5,0.10125,24.6204908036553
"386","Panir",22,390,11.9707522194592,2.5,0.333333333333333,3.99025073981974
"387","Roghan",22,400,40.9953344331545,8,0,0
"388","Sabzi",22,490,152.070153852877,0.5,0.04,6.08280615411508
"389","Shir",22,198,39.9379300010273,2.5,0.0321428571428571,1.28371917860445
"390","Sibzamini",22,461,66.6583505501047,0.9,0.03,1.99975051650314
"391","Tokhmemorgh",22,467,27.7248842406004,1.4,0.0882352941176471,2.44631331534709
"392","Berenj",23,359,66.2928420105744,1.2,0.09,5.9663557809517
"393","Ghand",23,546,31.6338225708719,4,0.03,0.949014677126156
"394","Goosht",23,293,8.20334242176751,2.5,0.225,1.84575204489769
"395","Hoboobat",23,302,10.7116393833745,3,0.1,1.07116393833745
"396","Khoshkbar",23,108,2.89218600980252,6,0.2,0.578437201960504
"397","Mahi",23,188,3.5766499271087,1,0.22,0.786862983963914
"398","Makarooni",23,562,25.2436180797584,3.6,0.0642857142857143,1.62280401941304
"399","Mast",23,548,53.0479522077419,1.5,0.04,2.12191808830968
"400","Mive",23,614,219.047042864125,0.5,0,0
"401","Morgh",23,563,61.4486422975383,2,0.22,13.5187013054584
"402","Nan",23,630,297.300424148921,2.5,0.10125,30.1016679450782
"403","Panir",23,580,13.1097119732468,2.5,0.333333333333333,4.36990399108226
"404","Roghan",23,577,39.0003804357363,8,0,0
"405","Sabzi",23,628,183.004368180415,0.5,0.04,7.32017472721658
"406","Shir",23,444,63.9507849107144,2.5,0.0321428571428571,2.05556094355868
"407","Sibzamini",23,612,82.4366997258746,0.9,0.03,2.47310099177624
"408","Tokhmemorgh",23,593,23.1460947702789,1.4,0.0882352941176471,2.04230247973049
"409","Berenj",24,50,28.3337435519728,1.2,0.09,2.55003691967755
"410","Ghand",24,150,40.3382676880008,4,0.03,1.21014803064002
"411","Goosht",24,53,6.1315251774302,2.5,0.225,1.37959316492179
"412","Hoboobat",24,89,12.8896521853453,3,0.1,1.28896521853453
"413","Khoshkbar",24,60,1.56535317111737,6,0.2,0.313070634223475
"414","Mahi",24,24,1.88345725438561,1,0.22,0.414360595964834
"415","Makarooni",24,105,20.1587399478944,3.6,0.0642857142857143,1.29591899665035
"416","Mast",24,61,15.9885606396942,1.5,0.04,0.639542425587767
"417","Mive",24,143,141.393323505945,0.5,0,0
"418","Morgh",24,135,48.5823923415575,2,0.22,10.6881263151427
"419","Nan",24,163,438.809391227666,2.5,0.10125,44.4294508618012
"420","Panir",24,75,6.47993045615449,2.5,0.333333333333333,2.15997681871816
"421","Roghan",24,99,19.7928126116436,8,0,0
"422","Sabzi",24,157,128.540373654692,0.5,0.04,5.1416149461877
"423","Shir",24,111,88.8628098481107,2.5,0.0321428571428571,2.8563046022607
"424","Sibzamini",24,136,78.9825224160732,0.9,0.03,2.3694756724822
"425","Tokhmemorgh",24,155,31.9192556169845,1.4,0.0882352941176471,2.81640490738099
"426","Berenj",25,179,52.3797559970878,1.2,0.09,4.7141780397379
"427","Ghand",25,340,23.3902531011734,4,0.03,0.701707593035202
"428","Goosht",25,157,6.38837871366374,2.5,0.225,1.43738521057434
"429","Hoboobat",25,213,11.8807948902363,3,0.1,1.18807948902363
"430","Khoshkbar",25,160,5.01185828553223,6,0.2,1.00237165710645
"431","Mahi",25,150,3.16639825444953,1,0.22,0.696607615978897
"432","Makarooni",25,374,20.9689280855257,3.6,0.0642857142857143,1.34800251978379
"433","Mast",25,334,40.2799374483254,1.5,0.04,1.61119749793302
"434","Mive",25,454,214.287026381433,0.5,0,0
"435","Morgh",25,361,37.2178085947194,2,0.22,8.18791789083828
"436","Nan",25,465,376.100140602348,2.5,0.10125,38.0801392359877
"437","Panir",25,396,11.5986039527195,2.5,0.333333333333333,3.86620131757318
"438","Roghan",25,369,24.3474578771029,8,0,0
"439","Sabzi",25,462,168.249410331312,0.5,0.04,6.72997641325247
"440","Shir",25,326,60.5348601191277,2.5,0.0321428571428571,1.94576336097196
"441","Sibzamini",25,442,62.2019853612136,0.9,0.03,1.86605956083641
"442","Tokhmemorgh",25,418,19.1851956753149,1.4,0.0882352941176471,1.69281138311602
"443","Berenj",26,48,26.7861710724558,1.2,0.09,2.41075539652102
"444","Ghand",26,196,34.083618657958,4,0.03,1.02250855973874
"445","Goosht",26,54,4.16022488022727,2.5,0.225,0.936050598051136
"446","Hoboobat",26,114,12.4222759457868,3,0.1,1.24222759457868
"447","Khoshkbar",26,102,2.59397654187993,6,0.2,0.518795308375986
"448","Mahi",26,74,3.32371950518512,1,0.22,0.731218291140726
"449","Makarooni",26,172,20.0605828700495,3.6,0.0642857142857143,1.28960889878889
"450","Mast",26,133,35.1725970633984,1.5,0.04,1.40690388253593
"451","Mive",26,193,201.047932862763,0.5,0,0
"452","Morgh",26,197,58.7021808865001,2,0.22,12.91447979503
"453","Nan",26,202,364.536980621142,2.5,0.10125,36.9093692878906
"454","Panir",26,171,11.022416810758,2.5,0.333333333333333,3.67413893691933
"455","Roghan",26,199,33.1288054486678,8,0,0
"456","Sabzi",26,206,142.11897499093,0.5,0.04,5.6847589996372
"457","Shir",26,179,62.004421292537,2.5,0.0321428571428571,1.99299925583155
"458","Sibzamini",26,201,52.7523420678993,0.9,0.03,1.58257026203698
"459","Tokhmemorgh",26,201,15.7585582962528,1.4,0.0882352941176471,1.39046102613995
"460","Berenj",27,113,19.9526801659354,1.2,0.09,1.79574121493418
"461","Ghand",27,456,26.1104641331049,4,0.03,0.783313923993148
"462","Goosht",27,30,0.924027811725473,2.5,0.225,0.207906257638232
"463","Hoboobat",27,347,8.01959317168662,3,0.1,0.801959317168662
"464","Khoshkbar",27,340,3.51622235755216,6,0.2,0.703244471510433
"465","Mahi",27,40,1.99210418058549,1,0.22,0.438262919728807
"466","Makarooni",27,376,15.3498360322291,3.6,0.0642857142857143,0.98677517350044
"467","Mast",27,354,24.5162690062627,1.5,0.04,0.980650760250508
"468","Mive",27,444,142.28937350193,0.5,0,0
"469","Morgh",27,419,43.4290738989383,2,0.22,9.55439625776642
"470","Nan",27,470,466.520772146364,2.5,0.10125,47.2352281798193
"471","Panir",27,433,8.63009496488917,2.5,0.333333333333333,2.87669832162972
"472","Roghan",27,379,30.2283696148868,8,0,0
"473","Sabzi",27,471,134.316270861233,0.5,0.04,5.37265083444933
"474","Shir",27,290,49.4235147726559,2.5,0.0321428571428571,1.58861297483537
"475","Sibzamini",27,468,68.4724367757609,0.9,0.03,2.05417310327283
"476","Tokhmemorgh",27,424,13.9417356298065,1.4,0.0882352941176471,1.23015314380646
"477","Berenj",28,126,57.4773074741661,1.2,0.09,5.17295767267495
"478","Ghand",28,177,32.0677044850348,4,0.03,0.962031134551044
"479","Goosht",28,18,1.04456315520967,2.5,0.225,0.235026709922175
"480","Hoboobat",28,138,14.2910183912369,3,0.1,1.42910183912369
"481","Khoshkbar",28,58,2.38456772237449,6,0.2,0.476913544474898
"482","Mahi",28,7,0.144566118100058,1,0.22,0.0318045459820127
"483","Makarooni",28,152,25.3776128548913,3.6,0.0642857142857143,1.63141796924301
"484","Mast",28,113,20.6388473549042,1.5,0.04,0.825553894196169
"485","Mive",28,154,85.4722080722728,0.5,0,0
"486","Morgh",28,173,31.1229119054476,2,0.22,6.84704061919846
"487","Nan",28,189,433.629291669311,2.5,0.10125,43.9049657815177
"488","Panir",28,120,6.87207506054895,2.5,0.333333333333333,2.29069168684965
"489","Roghan",28,187,41.7225123500993,8,0,0
"490","Sabzi",28,165,64.8083736407744,0.5,0.04,2.59233494563098
"491","Shir",28,135,44.8018417425089,2.5,0.0321428571428571,1.44005919886636
"492","Sibzamini",28,186,52.3603528135994,0.9,0.03,1.57081058440798
"493","Tokhmemorgh",28,174,13.9760425931844,1.4,0.0882352941176471,1.23318022881039
"494","Berenj",29,145,49.1250467844871,1.2,0.09,4.42125421060384
"495","Ghand",29,257,36.2441824506902,4,0.03,1.08732547352071
"496","Goosht",29,13,1.27777526511135,2.5,0.225,0.287499434650054
"497","Hoboobat",29,233,15.4144759354,3,0.1,1.54144759354
"498","Khoshkbar",29,131,6.17166537671603,6,0.2,1.23433307534321
"499","Mahi",29,46,0.822100645056796,1,0.22,0.180862141912495
"500","Makarooni",29,235,145.178347599892,3.6,0.0642857142857143,9.33289377427877
"501","Mast",29,75,8.74515067445808,1.5,0.04,0.349806026978323
"502","Mive",29,284,174.679319274132,0.5,0,0
"503","Morgh",29,212,35.0413939525574,2,0.22,7.70910666956263
"504","Nan",29,223,243.582458427612,2.5,0.10125,24.6627239157958
"505","Panir",29,248,9.83581457219338,2.5,0.333333333333333,3.27860485739779
"506","Roghan",29,201,26.7051165120151,8,0,0
"507","Sabzi",29,270,69.4879368145604,0.5,0.04,2.77951747258241
"508","Shir",29,252,65.3203549606364,2.5,0.0321428571428571,2.09958283802046
"509","Sibzamini",29,287,59.270781295279,0.9,0.03,1.77812343885837
"510","Tokhmemorgh",29,288,23.9438644457999,1.4,0.0882352941176471,2.11269392168823
"511","Berenj",30,166,75.5493404824821,1.2,0.09,6.79944064342338
"512","Ghand",30,281,41.2709890921725,4,0.03,1.23812967276518
"513","Goosht",30,167,9.67360124695413,2.5,0.225,2.17656028056468
"514","Hoboobat",30,244,26.3096908135288,3,0.1,2.63096908135288
"515","Khoshkbar",30,122,5.45659870696728,6,0.2,1.09131974139346
"516","Mahi",30,171,8.20917192741613,1,0.22,1.80601782403155
"517","Makarooni",30,257,23.1908226890829,3.6,0.0642857142857143,1.49083860144104
"518","Mast",30,256,47.7637152244117,1.5,0.04,1.91054860897647
"519","Mive",30,282,186.21629062956,0.5,0,0
"520","Morgh",30,264,57.6710737153972,2,0.22,12.6876362173874
"521","Nan",30,286,282.65514071326,2.5,0.10125,28.6188329972176
"522","Panir",30,274,14.1618845667686,2.5,0.333333333333333,4.72062818892286
"523","Roghan",30,262,30.5954220073889,8,0,0
"524","Sabzi",30,283,166.565319018817,0.5,0.04,6.66261276075269
"525","Shir",30,263,74.7975213913848,2.5,0.0321428571428571,2.40420604472308
"526","Sibzamini",30,279,81.8605769115821,0.9,0.03,2.45581730734746
"527","Tokhmemorgh",30,281,25.5225751961999,1.4,0.0882352941176471,2.25199192907646
